gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
48,173137,153592,155106,191836,194570,0.00026531907,8.418912e-5,0.00011632947,0.00048110474,0.0005598318,0.0010704229,0.00021973076,0.0002896832,0.025557768,0.072770074,-620.6204833984375,-752.625244140625,-715.4388427734375,-552.1781005859375,-534.7496337890625,-351.9036865234375,-470.1000671386719,-457.7667236328125,3.4028234663852886e38,3.4028234663852886e38,198.79253,112.70108,136.68002,241.03595,243.52086,97.53124,35.262753,39.9705,3.4028235e38,3.4028235e38,81,48,56,97,99,55.43341,53.05767,53.751553,57.198082,57.540066
49,177153,157011,158753,195966,199050,0.00026145138,7.6548655e-5,0.00011632947,0.00047222848,0.0005598318,0.0010704229,0.00021973076,0.0002896832,0.021971434,0.072770074,-622.3092651367188,-763.5663452148438,-715.4388427734375,-554.319580078125,-534.7496337890625,-352.9457702636719,-470.1000671386719,-457.7667236328125,3.4028234663852886e38,3.4028234663852886e38,191.33781,110.524086,136.66986,241.03595,243.52086,94.2927,35.032616,39.9705,3.4028235e38,3.4028235e38,81,47,56,97,99,55.609844,53.54041,54.00731,57.407078,57.89726
50,180865,160824,162100,200261,203281,0.00025238702,7.6548655e-5,0.00011632947,0.00047222848,0.0005334864,0.000957093,0.0002144294,0.00024974902,0.019637106,0.038616817,-626.3670654296875,-763.5663452148438,-715.4388427734375,-554.319580078125,-540.29296875,-351.3988342285156,-470.1000671386719,-452.5328674316406,3.4028234663852886e38,3.4028234663852886e38,191.33781,110.524086,136.68002,241.03595,243.52086,94.08246,35.640224,39.9705,3.4028235e38,3.4028235e38,81,47,56,97,99,55.865532,53.654022,54.218864,57.506275,58.01164
51,185001,164526,165623,204961,207757,0.00025238702,7.6548655e-5,0.00011632947,0.000461115,0.0005334864,0.000891218,0.00021973076,0.00027218834,0.019637106,0.038616817,-626.3670654296875,-763.5663452148438,-715.4388427734375,-557.0584106445312,-540.29296875,-351.3988342285156,-470.1000671386719,-439.30322265625,3.4028234663852886e38,3.4028234663852886e38,201.27744,112.70108,136.68002,241.03595,246.00575,95.68818,35.640224,39.438606,3.4028235e38,3.4028235e38,82,48,56,97,99,56.063072,53.834312,54.41816,57.67734,57.992294
52,189114,167908,169190,209179,212052,0.00024418975,7.6548655e-5,0.00010247526,0.000461115,0.0005334864,0.0008697886,0.0002144294,0.00027218834,0.019637106,0.09318708,-630.1640625,-763.5663452148438,-730.0213623046875,-557.0584106445312,-540.29296875,-352.9457702636719,-469.2222900390625,-440.98992919921875,3.4028234663852886e38,3.4028234663852886e38,201.4232,112.70108,136.66986,241.03595,243.52086,93.09568,35.640224,39.9705,3.4028235e38,3.4028235e38,84,48,56,97,99,56.21519,54.074577,54.741177,57.774662,58.23787
53,193415,171563,172591,213306,216575,0.00024418975,7.630266e-5,0.00010052815,0.000461115,0.0005334864,0.0008697886,0.0002144294,0.00024974902,0.02142871,0.050209694,-630.1640625,-763.9364624023438,-732.2275390625,-557.0584106445312,-540.29296875,-332.35205078125,-470.1000671386719,-449.27874755859375,3.4028234663852886e38,3.4028234663852886e38,202.631,112.70108,136.68002,241.03595,243.52086,101.89894,36.121735,42.789295,3.4028235e38,3.4028235e38,84,48,56,97,99,56.38717,54.2211,54.84912,57.897938,58.389416
54,197329,175151,176251,217639,221067,0.00024083376,7.150377e-5,0.00010052815,0.00044877894,0.0005334864,0.000891218,0.0002144294,0.00024974902,0.018110273,0.09318708,-631.7555541992188,-771.4066162109375,-732.2275390625,-560.1768798828125,-540.29296875,-352.9457702636719,-470.1000671386719,-452.5328674316406,3.4028234663852886e38,3.4028234663852886e38,201.4232,112.70108,136.68002,241.03595,243.52086,95.68818,36.121735,40.65304,3.4028235e38,3.4028235e38,83,48,56,97,99,56.566254,54.36114,55.01276,58.04556,58.466183
55,201394,178716,179888,221966,225331,0.00024083376,7.084348e-5,0.00010052815,0.00044259217,0.0005334864,0.00092923315,0.0002144294,0.00024974902,0.02142871,0.09318708,-631.7555541992188,-772.4734497070312,-732.2275390625,-561.773193359375,-540.29296875,-351.3988342285156,-481.450927734375,-452.7008361816406,3.4028234663852886e38,3.4028234663852886e38,199.02531,112.70108,136.68002,241.03595,243.52086,95.68818,36.209038,43.08916,3.4028235e38,3.4028235e38,82,48,56,97,99,56.69372,54.614285,55.115475,58.234337,58.576885
56,205527,181985,183500,226229,229438,0.00023594502,7.0509355e-5,8.690744e-5,0.0004311024,0.0005334864,0.00092923315,0.00017297757,0.00024001588,0.02142871,0.09318708,-634.114013671875,-773.0171508789062,-748.9708251953125,-564.798095703125,-540.29296875,-351.3988342285156,-485.81524658203125,-458.77911376953125,3.4028234663852886e38,3.4028234663852886e38,199.02531,110.524086,136.66986,241.03595,243.52086,95.68818,36.209038,43.08916,3.4028235e38,3.4028235e38,82,47,55,97,99,56.853634,54.855022,55.188725,58.445854,58.63282
57,209369,185178,187108,230844,233649,0.0002314977,7.0509355e-5,8.690744e-5,0.00042951203,0.0005029919,0.000891218,0.00017297757,0.00022441173,0.035373192,0.13197924,-636.3023681640625,-773.0171508789062,-748.9708251953125,-565.22314453125,-547.0618286132812,-345.4459533691406,-499.65966796875,-460.0722961425781,3.4028234663852886e38,3.4028234663852886e38,201.4232,110.524086,136.66986,241.03595,246.00575,97.53124,35.64813,43.08916,3.4028235e38,3.4028235e38,83,47,55,98,99,57.011097,55.050964,55.293243,58.589508,58.762203
58,213231,188783,190649,235306,238019,0.00022897226,7.0509355e-5,8.690744e-5,0.00042464875,0.0005029919,0.000891218,0.00017297757,0.00022441173,0.035373192,0.13197924,-637.563720703125,-773.0171508789062,-748.9708251953125,-566.5326538085938,-547.0618286132812,-352.9457702636719,-513.9771728515625,-468.447021484375,3.4028234663852886e38,3.4028234663852886e38,196.30763,110.303185,131.83348,241.03595,246.00575,101.68573,36.522026,43.08916,3.4028235e38,3.4028235e38,81,46,54,98,99,57.095554,55.19956,55.537655,58.692936,58.896927
59,217346,192103,194307,239416,242342,0.00021236287,6.947221e-5,8.518053e-5,0.00042464875,0.0005029919,0.000891218,0.00017297757,0.00021938993,0.036685266,0.13197924,-646.2237548828125,-774.72119140625,-751.2789916992188,-566.5326538085938,-547.0618286132812,-362.8194580078125,-513.9771728515625,-484.755615234375,3.4028234663852886e38,3.4028234663852886e38,193.82272,105.918915,112.82667,241.03595,246.00575,95.68818,36.522026,42.87607,3.4028235e38,3.4028235e38,79,46,49,98,99,57.23117,55.34476,55.684544,58.710953,58.947266
60,221467,195392,198208,244040,246400,0.0002045792,6.171175e-5,8.383178e-5,0.00042464875,0.0005029919,0.000957093,0.00019485869,0.00022441173,0.036685266,0.13197924,-650.5180053710938,-788.3433227539062,-753.1144409179688,-566.5326538085938,-547.0618286132812,-360.91064453125,-513.9771728515625,-484.755615234375,3.4028234663852886e38,3.4028234663852886e38,199.02531,105.918915,131.83348,241.03595,246.00575,101.68573,36.522026,42.87607,3.4028235e38,3.4028235e38,81,46,54,98,99,57.325653,55.529125,55.81859,58.765182,59.05345
61,225796,198928,201973,248139,250727,0.00019776443,5.6697587e-5,7.201841e-5,0.00042361245,0.0005029919,0.0009377459,0.00018860785,0.00021938993,0.035373192,0.09318708,-654.4140625,-798.0886840820312,-770.5818481445312,-566.8136596679688,-547.0618286132812,-351.3092346191406,-511.5924377441406,-484.755615234375,3.4028234663852886e38,3.4028234663852886e38,201.27744,110.303185,131.88425,241.03595,246.23514,101.68573,36.793083,44.34198,3.4028235e38,3.4028235e38,84,46,55,99,99,57.49149,55.78765,55.963737,58.79596,59.153023
62,229906,202303,205601,252493,255088,0.00019744544,5.2952997e-5,7.201841e-5,0.00041110383,0.0005029919,0.000891218,0.00018860785,0.00021938993,0.035373192,0.09318708,-654.5996704101562,-805.9462280273438,-770.5818481445312,-570.2605590820312,-547.0618286132812,-354.4722900390625,-511.5924377441406,-485.81524658203125,3.4028234663852886e38,3.4028234663852886e38,199.02531,110.303185,131.83348,241.03595,246.23514,95.68818,36.793083,44.34198,3.4028235e38,3.4028235e38,83,46,54,99,100,57.557873,55.86285,56.175774,58.943718,59.308952
63,233486,205921,209351,256893,259483,0.00019744544,5.2952997e-5,7.201841e-5,0.00040098996,0.0005029919,0.000891218,0.00018860785,0.00021938993,0.035373192,0.09318708,-654.5996704101562,-805.9462280273438,-770.5818481445312,-573.1251220703125,-547.0618286132812,-356.1336364746094,-511.5924377441406,-485.81524658203125,3.4028234663852886e38,3.4028234663852886e38,199.02531,108.2215,129.21515,241.03595,248.49066,91.994026,37.685284,44.34198,3.4028235e38,3.4028235e38,83,46,52,99,100,57.66634,56.03575,56.3,59.06468,59.43295
64,237482,209397,213191,260884,263782,0.00019481497,5.2952997e-5,7.201841e-5,0.00039286035,0.0005029919,0.0008737531,0.00018860785,0.00022441173,0.035373192,0.13197924,-656.14208984375,-805.9462280273438,-770.5818481445312,-575.4806518554688,-547.0618286132812,-362.8194580078125,-511.5924377441406,-485.81524658203125,3.4028234663852886e38,3.4028234663852886e38,198.79253,108.2215,127.08845,241.03595,248.49066,91.994026,37.94461,43.489918,3.4028235e38,3.4028235e38,83,46,52,98,100,57.778915,56.15934,56.42639,59.106255,59.543293
65,241502,212703,216834,265336,267872,0.0001936327,5.2952997e-5,7.201841e-5,0.00039286035,0.0005029919,0.000891218,0.00019485869,0.00022619849,0.035373192,0.13197924,-656.8421020507812,-805.9462280273438,-770.5818481445312,-575.4806518554688,-547.0618286132812,-354.4722900390625,-511.5924377441406,-487.1337890625,3.4028234663852886e38,3.4028234663852886e38,199.02531,108.2215,116.79061,241.03595,248.49066,93.421844,36.11148,42.87607,3.4028235e38,3.4028235e38,83,46,49,99,100,57.852543,56.272923,56.606216,59.155445,59.59203
66,245561,215874,220830,269749,272247,0.00019256854,5.2952997e-5,7.15803e-5,0.00038925675,0.0005029919,0.0009377459,0.00019485869,0.00022619849,0.035373192,0.13197924,-657.4758911132812,-805.9462280273438,-771.2835693359375,-576.540283203125,-547.0618286132812,-356.61181640625,-511.5924377441406,-485.81524658203125,3.4028234663852886e38,3.4028234663852886e38,198.79253,108.2215,127.08845,241.03595,248.49066,93.62096,36.74538,43.183617,3.4028235e38,3.4028235e38,81,46,53,99,100,57.927773,56.42482,56.80533,59.207638,59.732
67,249754,219390,224496,274110,276403,0.00019196577,5.2952997e-5,7.15803e-5,0.00038925675,0.0004973627,0.0009343545,0.00019828911,0.00022619849,0.036685266,0.13197924,-657.8363647460938,-805.9462280273438,-771.2835693359375,-576.540283203125,-548.3560791015625,-356.61181640625,-520.0001831054688,-490.62677001953125,3.4028234663852886e38,3.4028234663852886e38,197.5011,103.616325,127.08845,241.03595,246.23514,93.62096,36.74538,43.183617,3.4028235e38,3.4028235e38,80,45,52,98,100,57.96709,56.556255,56.893887,59.274414,59.74026
68,253907,222641,228160,278443,280850,0.0001786827,5.2952997e-5,6.3625565e-5,0.00038925675,0.0004973627,0.0009791658,0.00020468154,0.00024049381,0.037088465,0.11942621,-666.08251953125,-805.9462280273438,-784.8310546875,-576.540283203125,-548.3560791015625,-354.4722900390625,-522.2289428710938,-492.1487731933594,3.4028234663852886e38,3.4028234663852886e38,199.02531,108.2215,127.08845,241.03595,246.23514,93.421844,36.74538,43.183617,3.4028235e38,3.4028235e38,83,46,53,98,100,58.031284,56.668156,56.98427,59.279728,59.787487
69,258055,225975,231787,282942,285119,0.00017497585,5.1320338e-5,6.318562e-5,0.00038925675,0.0004973627,0.0009791658,0.00019828911,0.00024044556,0.037088465,0.11942621,-668.493408203125,-809.5478515625,-785.6290283203125,-576.540283203125,-548.3560791015625,-347.8528747558594,-520.0001831054688,-492.1487731933594,3.4028234663852886e38,3.4028234663852886e38,201.27744,108.2215,129.48634,241.03595,246.23514,101.68573,34.715965,42.87607,3.4028235e38,3.4028235e38,84,46,54,98,100,58.197155,56.75415,57.161953,59.30418,59.802776
70,261604,229756,235424,287294,289629,0.00017490913,5.1320338e-5,6.099395e-5,0.00038925675,0.0004973627,0.0009700577,0.00018047738,0.00021938993,0.037088465,0.1916043,-668.5371704101562,-809.5478515625,-789.6887817382812,-576.540283203125,-548.3560791015625,-347.8528747558594,-511.5924377441406,-484.755615234375,3.4028234663852886e38,3.4028234663852886e38,201.27744,108.2215,136.66986,241.03595,246.23514,101.68573,34.715965,42.239502,3.4028235e38,3.4028235e38,83,46,55,99,100,58.29085,56.92737,57.254745,59.470135,59.83941
71,265651,233363,239069,291886,294343,0.000170727,5.1320338e-5,5.8949852e-5,0.0003658947,0.0004493664,0.0009700577,0.00018047738,0.00021659548,0.042768545,0.11942621,-671.3203125,-809.5478515625,-793.6088256835938,-583.6580810546875,-560.0264282226562,-364.5634765625,-511.5924377441406,-484.755615234375,3.4028234663852886e38,3.4028234663852886e38,199.02531,103.616325,129.21515,241.03595,246.00575,101.89894,34.715965,42.21058,3.4028235e38,3.4028235e38,83,45,52,99,100,58.369,57.04046,57.258705,59.545715,59.84366
72,269444,236782,242717,296656,298557,0.00016663711,5.1320338e-5,5.8949852e-5,0.0003636726,0.0004493664,0.00089819997,0.00016958016,0.00021659548,0.042768545,0.11942621,-674.1087036132812,-809.5478515625,-793.6088256835938,-584.358642578125,-560.0264282226562,-356.61181640625,-511.5924377441406,-484.755615234375,3.4028234663852886e38,3.4028234663852886e38,199.02531,103.616325,127.439026,239.78952,243.52086,106.46905,34.715965,42.21058,3.4028235e38,3.4028235e38,84,45,54,98,99,58.482986,57.148373,57.337612,59.57799,59.903923
73,273437,239886,246507,301360,303125,0.00016663711,5.1320338e-5,5.8949852e-5,0.0003636726,0.0004493664,0.0009700577,0.00016160076,0.00021242705,0.042768545,0.11942621,-674.1087036132812,-809.5478515625,-793.6088256835938,-584.358642578125,-560.0264282226562,-356.61181640625,-511.5924377441406,-484.755615234375,3.4028234663852886e38,3.4028234663852886e38,199.02531,103.1095,115.098976,241.03595,243.6702,106.46905,34.715965,42.21058,3.4028235e38,3.4028235e38,84,43,49,98,99,58.5,57.14807,57.451515,59.581226,59.966373
74,277458,243682,250376,305762,307780,0.00016663711,5.0534414e-5,5.8688245e-5,0.0003636726,0.0004493664,0.0009700577,0.00015898423,0.00021659548,0.060616862,0.18389034,-674.1087036132812,-811.322509765625,-794.1203002929688,-584.358642578125,-560.0264282226562,-356.61181640625,-511.5924377441406,-486.4527587890625,3.4028234663852886e38,3.4028234663852886e38,199.02531,103.1095,115.098976,241.03595,246.00575,105.887245,36.74538,37.89107,3.4028235e38,3.4028235e38,84,43,49,98,99,58.604927,57.25277,57.532574,59.654564,60.100266
75,281267,246687,254136,310295,312229,0.00016484233,5.0534414e-5,5.849873e-5,0.0003629001,0.0004493664,0.0009700577,0.0001470882,0.00021242705,0.045779627,0.18389034,-675.3540649414062,-811.322509765625,-794.4921875,-584.6032104492188,-560.0264282226562,-364.5634765625,-514.8983154296875,-485.5274658203125,3.4028234663852886e38,3.4028234663852886e38,201.27744,103.616325,127.439026,241.03595,246.00575,104.54193,36.84205,37.9509,3.4028235e38,3.4028235e38,84,45,54,98,99,58.7105,57.31062,57.643665,59.67015,60.137478
76,285280,250615,257659,314553,316685,0.00016274469,5.0534414e-5,5.712176e-5,0.0003629001,0.0004493664,0.0009700577,0.0001470882,0.00021242705,0.045779627,0.18389034,-676.8268432617188,-811.322509765625,-797.2315673828125,-584.6032104492188,-560.0264282226562,-356.61181640625,-514.8983154296875,-485.30712890625,3.4028234663852886e38,3.4028234663852886e38,203.82109,103.616325,127.439026,241.03595,246.00575,105.887245,36.84205,37.9509,3.4028235e38,3.4028235e38,85,45,55,98,99,58.789474,57.306538,57.77553,59.70476,60.283478
77,289198,253979,261386,318703,321212,0.0001585106,5.0534414e-5,5.712176e-5,0.0003629001,0.000392541,0.00092028436,0.0001470882,0.00021242705,0.044862792,0.18389034,-679.8583984375,-811.322509765625,-797.2315673828125,-584.6032104492188,-575.5741577148438,-371.62872314453125,-514.8983154296875,-485.30712890625,3.4028234663852886e38,3.4028234663852886e38,203.82109,103.616325,127.439026,241.03595,246.00575,104.54193,36.84205,39.596592,3.4028235e38,3.4028235e38,84,45,58,99,100,58.84944,57.40913,57.817097,59.760746,60.40571
78,293134,257693,264960,323274,325819,0.0001585106,5.0534414e-5,5.6697587e-5,0.00035666235,0.000392541,0.0009700577,0.00014259072,0.00021242705,0.040084876,0.18389034,-679.8583984375,-811.322509765625,-798.0886840820312,-586.5970458984375,-575.5741577148438,-375.95318603515625,-514.8983154296875,-485.30712890625,3.4028234663852886e38,3.4028234663852886e38,208.73216,110.303185,143.87372,241.03595,246.00575,101.68573,36.84205,39.596592,3.4028235e38,3.4028235e38,84,47,60,99,99,58.93252,57.452663,57.82401,59.781597,60.450474
79,296931,260614,268449,327696,330527,0.00015286254,5.0534414e-5,5.6697587e-5,0.00035638985,0.000392541,0.0009700577,0.00014259072,0.00020541936,0.040084876,0.18389034,-684.0308227539062,-811.322509765625,-798.0886840820312,-586.6849365234375,-575.5741577148438,-371.62872314453125,-520.0001831054688,-485.5274658203125,3.4028234663852886e38,3.4028234663852886e38,208.73216,110.303185,143.87372,241.03595,246.00575,101.68573,36.84205,39.596592,3.4028235e38,3.4028235e38,84,47,60,99,99,58.965317,57.527504,57.951195,59.829315,60.473774
80,300924,263958,272224,331835,334984,0.00015257171,5.0534414e-5,5.6697587e-5,0.00035638985,0.000392541,0.0010595784,0.00014259072,0.0001927864,0.040084876,0.18389034,-684.2498779296875,-811.322509765625,-798.0886840820312,-586.6849365234375,-575.5741577148438,-370.04058837890625,-514.8983154296875,-485.5274658203125,3.4028234663852886e38,3.4028234663852886e38,208.73216,110.303185,144.12459,241.03595,246.00575,105.021614,36.84205,39.596592,3.4028235e38,3.4028235e38,84,47,60,99,100,59.06638,57.619747,58.036743,59.88817,60.5137
81,304902,267556,275829,336269,339663,0.00015239636,5.0534414e-5,5.6697587e-5,0.00034876575,0.000392541,0.0011913808,0.00014259072,0.00020541936,0.044862792,0.23688947,-684.382080078125,-811.322509765625,-798.0886840820312,-589.1717529296875,-575.5741577148438,-375.95318603515625,-514.8983154296875,-485.5274658203125,3.4028234663852886e38,3.4028234663852886e38,211.01479,110.303185,144.12459,241.03595,246.00575,101.68573,36.84205,39.596592,3.4028235e38,3.4028235e38,85,47,60,98,99,59.10117,57.64849,58.13254,59.926537,60.55252
82,308856,271128,279571,340400,344224,0.00015239636,5.0534414e-5,5.6697587e-5,0.0003197279,0.000392541,0.0012876422,0.00014259072,0.00020085671,0.044862792,0.23688947,-684.382080078125,-811.322509765625,-798.0886840820312,-599.1687622070312,-575.5741577148438,-371.62872314453125,-520.0001831054688,-492.1487731933594,3.4028234663852886e38,3.4028234663852886e38,211.01479,110.303185,144.12459,241.03595,246.00575,101.68573,37.13534,42.87607,3.4028235e38,3.4028235e38,87,48,60,99,99,59.167137,57.69388,58.183,59.949543,60.65901
83,312858,274549,283095,344637,348975,0.00015239636,5.026123e-5,5.6697587e-5,0.0003197279,0.000392541,0.0013058452,0.00014259072,0.00020085671,0.0670161,0.23688947,-684.382080078125,-811.9458618164062,-798.0886840820312,-599.1687622070312,-575.5741577148438,-375.561279296875,-520.0001831054688,-492.1487731933594,3.4028234663852886e38,3.4028234663852886e38,211.01479,112.82667,144.12459,241.03595,246.00575,91.96833,37.13534,43.489918,3.4028235e38,3.4028235e38,87,48,60,99,99,59.218723,57.756783,58.24678,60.081223,60.738358
84,317093,278370,286699,348654,353562,0.00014603364,5.026123e-5,5.6697587e-5,0.0003197279,0.000392541,0.0012876422,0.0001375566,0.0001674061,0.0670161,0.23688947,-689.2865600585938,-811.9458618164062,-798.0886840820312,-599.1687622070312,-575.5741577148438,-377.4067077636719,-520.0001831054688,-492.1487731933594,3.4028234663852886e38,3.4028234663852886e38,211.01479,112.82667,144.12459,239.78952,246.00575,91.96833,41.534023,44.370823,3.4028235e38,3.4028235e38,85,48,60,98,99,59.258297,57.81266,58.33953,60.06786,60.75929
85,321222,281892,290481,352849,358133,0.0001405655,5.026123e-5,5.6697587e-5,0.0003197279,0.000392541,0.0012766989,0.0001375566,0.0001674061,0.0670161,0.23688947,-693.6754150390625,-811.9458618164062,-798.0886840820312,-599.1687622070312,-575.5741577148438,-380.2444152832031,-520.0001831054688,-492.1487731933594,3.4028234663852886e38,3.4028234663852886e38,211.01479,112.82667,144.12459,238.55104,246.00575,90.839676,41.534023,44.370823,3.4028235e38,3.4028235e38,85,48,60,98,99,59.294117,57.91511,58.33953,60.13742,60.784992
