-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6823,0.0015135245536449322,0.001719465021416186,7.456,(abs(X1) ^ (-0.028698845 * (pdiv(X2, log(abs(X1)) + log(abs((X1 + -9.901624)))))
2,13093,0.0012121021482244376,0.0014317266183615112,8.04,(abs(pdiv(-2.6826274, (pdiv((-0.51897043 * X1), X2) - pdiv(log(abs(0.4292622), pdiv(-2.3164062, X1))))) ^ 0.26827884)
3,21463,0.0012121021441107859,0.0014317055235955622,9.998,(abs(pdiv(-2.6826012, (pdiv((-0.51913375 * X1), X2) - pdiv(log(abs(0.42930174), pdiv(-2.3164124, X1))))) ^ 0.26827833)
4,32401,0.001212102144110789,0.0014317055235955622,12.888,(abs(pdiv(-2.6826012, (pdiv((-0.51913375 * X1), X2) - pdiv(log(abs(0.42930174), pdiv(-2.3164124, X1))))) ^ 0.26827833)
5,45889,0.001173133920041287,0.03598287581130453,15.894,(abs(-218.53783) ^ (-0.036180053 * (pdiv(X2, (((X1 * 1.1652086) * pdiv(-0.8593504, -2.8016613)) * -0.79674053)) + log(abs((X1 + -27.68562)))))
6,60803,0.0010346671683029837,0.001272100189309111,17.818,(abs(pdiv(-2.6786666, (pdiv((-2.6049197 * (pdiv(pdiv(X1, (0.55104977 - pdiv(((pdiv((-1.3680123 * X1), -4.2450747) - pdiv(log(abs(X2), pdiv(-2.767621, -5.5604105))) + -12.849431), (X1 + 40.541996)))), X2) - X1)), X2) - pdiv(log(abs(-6.7197433), pdiv(-3.3071969, (X2 + ((-1.5959282 * 2.0776732) - 1.9936771))))))) ^ 0.34039837)
55,1279461,0.0003414586422104067,0.0003105365051847251,40.012,(abs(pdiv(-3.5406802, (pdiv((-1.985071 * (pdiv(pdiv(X1, (0.35643986 - pdiv(((pdiv(log(abs(log(abs(-6.2244306)), (-11.804668 * -1.9404637)) - pdiv(-3.4754903, pdiv(X2, 1.056458))) + -10.579668), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.8093486, pdiv(-3.487299, (X2 + ((-0.41098723 * (0.7494704 * X1)) - 0.021523906))))))) ^ 0.8699906)
56,1304245,0.00034127683659332565,0.00031099122045862487,39.034,(abs(pdiv(-3.536106, (pdiv((-2.0046587 * (pdiv(pdiv(X1, (0.35586175 - pdiv(((pdiv(log(abs(log(abs(-6.224439)), (-11.804664 * -1.9404324)) - pdiv(-3.4774792, pdiv(X2, 1.0629982))) + -10.577372), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7967864, pdiv(-3.4938123, (X2 + ((-0.41583413 * (0.7520851 * X1)) - 0.015074845))))))) ^ 0.8606697)
57,1328397,0.0003411466625913225,0.00030852837420983166,39.51,(abs(pdiv(-3.5393105, (pdiv((-1.9958072 * (pdiv(pdiv(X1, (0.35687375 - pdiv(((pdiv(log(abs(-2.1668317), (-11.804612 * -1.9401197)) - pdiv(-3.4902344, pdiv(X2, 1.1047076))) + -10.559395), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.8003592, pdiv(-3.491972, (X2 + ((-0.41535175 * (0.7518285 * X1)) - -0.0005210283))))))) ^ 0.8708227)
58,1353027,0.00034107897315513013,0.0003088935896881293,39.578,(abs(pdiv(-3.5365038, (pdiv((-2.00785 * (pdiv(pdiv(X1, (0.35646462 - pdiv(((pdiv(log(abs(-2.1668158), (-11.804614 * -1.9401337)) - pdiv(-3.4915292, pdiv(X2, 1.1087976))) + -10.560193), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7925335, pdiv(-3.496008, (X2 + ((-0.41826656 * (0.7534419 * X1)) - -0.004888109))))))) ^ 0.8646919)
59,1377860,0.0003409198443726508,0.0003058738073502229,39.106,(abs(pdiv(-3.5400734, (pdiv((-2.0096867 * (pdiv(pdiv(X1, (0.35743508 - pdiv(((pdiv(log(abs(-2.1668031), (-11.804616 * -1.9401445)) - pdiv(-3.5227232, pdiv(X2, 1.2068013))) + -10.560819), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7837808, pdiv(-3.5005543, (X2 + ((-0.42202553 * (0.75570786 * X1)) - -0.052455794))))))) ^ 0.87192184)
60,1403093,0.0003407722645622564,0.0003085943020091786,38.974,(abs(pdiv(-3.5470743, (pdiv((-1.9995304 * (pdiv(pdiv(X1, (0.35634366 - pdiv(((pdiv(log(abs(-2.1643014), (-11.804971 * -1.942305)) - pdiv(-3.523724, pdiv(X2, 1.2097228))) + -10.68497), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7813373, pdiv(-3.501796, (X2 + ((-0.41924518 * (0.75412625 * X1)) - -0.07520124))))))) ^ 0.8664815)
61,1427610,0.0003407407829139805,0.000307785758658692,38.096,(abs(pdiv(-3.5493598, (pdiv((-1.9923447 * (pdiv(pdiv(X1, (0.35678414 - pdiv(((pdiv(log(abs(-2.164325), (-11.804967 * -1.9422846)) - pdiv(-3.5272002, pdiv(X2, 1.2198423))) + -10.683796), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7848592, pdiv(-3.5000055, (X2 + ((-0.4181029 * (0.7534915 * X1)) - -0.07872019))))))) ^ 0.8718492)
62,1452184,0.00034068736707740596,0.00030734716669860053,38.832,(abs(pdiv(-3.547718, (pdiv((-2.0053282 * (pdiv(pdiv(X1, (0.35650966 - pdiv(((pdiv(log(abs(-2.164231), (-11.80498 * -1.9423655)) - pdiv(-3.5396824, pdiv(X2, 1.2558703))) + -10.688461), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7736936, pdiv(-3.5057108, (X2 + ((-0.42215973 * (0.75575227 * X1)) - -0.10068229))))))) ^ 0.8668416)
63,1476724,0.0003406364746620526,0.00030690846156562415,38.368,(abs(pdiv(-3.5505185, (pdiv((-1.9952248 * (pdiv(pdiv(X1, (0.35695034 - pdiv(((pdiv(log(abs(-2.164209), (-11.804983 * -1.9423845)) - pdiv(-3.5412028, pdiv(X2, 1.2601552))) + -10.689558), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7795131, pdiv(-3.5027668, (X2 + ((-0.4199988 * (0.754545 * X1)) - -0.10121913))))))) ^ 0.8724919)
64,1500651,0.00034052962720838387,0.00030643031478474347,39.168,(abs(pdiv(-3.5546677, (pdiv((-1.9937748 * (pdiv(pdiv(X1, (0.35713091 - pdiv(((pdiv(log(abs(-2.1633255), (-11.805108 * -1.9431444)) - pdiv(-3.5592577, pdiv(X2, 1.3107921))) + -10.7333975), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7729745, pdiv(-3.5061197, (X2 + ((-0.4214512 * (0.7553657 * X1)) - -0.1364661))))))) ^ 0.8735645)
65,1524330,0.0003404787566866875,0.0003060845757362438,38.066,(abs(pdiv(-3.5575294, (pdiv((-1.9860109 * (pdiv(pdiv(X1, (0.3572309 - pdiv(((pdiv(log(abs(-2.1630633), (-11.805145 * -1.9433697)) - pdiv(-3.5624967, pdiv(X2, 1.3195859))) + -10.74641), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7759683, pdiv(-3.504606, (X2 + ((-0.41983154 * (0.7544628 * X1)) - -0.14255406))))))) ^ 0.8774355)
66,1549309,0.000339180420108664,0.0003033743200390319,39.044,(abs(pdiv(-3.60267, (pdiv((-1.9443593 * (pdiv(pdiv(X1, (0.35663253 - pdiv(((pdiv(log(abs(X2), (-13.413083 * -1.9813746)) - pdiv(-3.7262664, pdiv(X2, 1.7616785))) + -11.356249), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.733566, pdiv(-3.5269806, (X2 + ((-0.4216996 * (0.7560731 * X1)) - -0.4379992))))))) ^ 0.8859642)
67,1573526,0.00033905518672206104,0.0003042525150404297,38.184,(abs(pdiv(-3.6055806, (pdiv((-1.936206 * (pdiv(pdiv(X1, (0.35714456 - pdiv(((pdiv(log(abs(X2), (-13.413199 * -1.9821645)) - pdiv(-3.7331567, pdiv(X2, 1.7762526))) + -11.368045), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7366679, pdiv(-3.525455, (X2 + ((-0.42061648 * (0.755474 * X1)) - -0.4517768))))))) ^ 0.89231324)
68,1598030,0.00033896067708072663,0.0003070391333831242,38.892,(abs(pdiv(-3.6079955, (pdiv((-1.9327666 * (pdiv(pdiv(X1, (0.35620677 - pdiv(((pdiv(-1.7507925, (-13.413205 * -1.9822018)) - pdiv(-3.734011, pdiv(X2, 1.7780477))) + -11.366921), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7354918, pdiv(-3.5260324, (X2 + ((-0.41880167 * (0.7544685 * X1)) - -0.45201412))))))) ^ 0.8849463)
69,1623876,0.00033873095294079185,0.0003033748915040381,38.88,(abs(pdiv(-3.6095493, (pdiv((-1.941039 * (pdiv(pdiv(X1, (0.357132 - pdiv(((pdiv(-1.7496626, (-13.413353 * -1.9831998)) - pdiv(-3.7745998, pdiv(X2, 1.8632721))) + -11.336881), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7230569, pdiv(-3.5321558, (X2 + ((-0.4245036 * (0.7576254 * X1)) - -0.5074003))))))) ^ 0.89073473)
70,1649984,0.0003384806920420394,0.0003062195652974304,38.832,(abs(pdiv(-3.6336093, (pdiv((-1.9046036 * (pdiv(pdiv(X1, (0.35617495 - pdiv(((pdiv(-1.7571857, (-13.412372 * -1.9765617)) - pdiv(-3.7797263, pdiv(X2, 1.8736597))) + -11.536991), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7150364, pdiv(-3.5362413, (X2 + ((-0.41864282 * (0.7551217 * X1)) - -0.6238941))))))) ^ 0.8950886)
71,1676679,0.0003382153189133855,0.000302284470058566,39.086,(abs(pdiv(-3.63555, (pdiv((-1.9105444 * (pdiv(pdiv(X1, (0.3572657 - pdiv(((pdiv(-1.7562417, (-13.412496 * -1.9774011)) - pdiv(-3.8264766, pdiv(X2, 1.9679121))) + -11.51197), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.7044117, pdiv(-3.5414178, (X2 + ((-0.42378628 * (0.7580317 * X1)) - -0.6788807))))))) ^ 0.9022733)
72,1702626,0.00033817707062216523,0.0003031522684324429,38.728,(abs(pdiv(-3.6355762, (pdiv((-1.9148713 * (pdiv(pdiv(X1, (0.35676742 - pdiv(((pdiv(-1.7571322, (-13.412379 * -1.9766102)) - pdiv(-3.82653, pdiv(X2, 1.9680158))) + -11.535587), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.699507, pdiv(-3.543779, (X2 + ((-0.42479545 * (0.7585946 * X1)) - -0.6909515))))))) ^ 0.89729714)
73,1727865,0.0003373567730550991,0.0003061062977159707,37.952,(abs(pdiv(-3.690739, (pdiv((-1.843587 * (pdiv(pdiv(X1, (0.35537556 - pdiv(((pdiv(-1.7756196, (-13.409957 * -1.9601737)) - pdiv(-3.9109015, pdiv(X2, 2.1319768))) + -12.025685), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6709938, pdiv(-3.5587883, (X2 + ((-0.41460368 * (0.7598626 * X1)) - -1.0132735))))))) ^ 0.9103306)
74,1753984,0.0003370677803805092,0.000302599547741418,38.466,(abs(pdiv(-3.693805, (pdiv((-1.8354571 * (pdiv(pdiv(X1, (0.35689726 - pdiv(((pdiv(-1.7745328, (-13.410101 * -1.9611583)) - pdiv(-3.9457674, pdiv(X2, 2.195921))) + -11.997115), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6731948, pdiv(-3.5577478, (X2 + ((-0.41520548 * (0.76016927 * X1)) - -1.0371959))))))) ^ 0.9252391)
75,1780962,0.00033691521457970445,0.0003023469984690516,40.248,(abs(pdiv(-3.6910686, (pdiv((-1.8507792 * (pdiv(pdiv(X1, (0.35669178 - pdiv(((pdiv(-1.7747512, (-13.410072 * -1.9609606)) - pdiv(-3.9630256, pdiv(X2, 2.2269075))) + -12.002858), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6623181, pdiv(-3.5628424, (X2 + ((-0.42009985 * (0.76266134 * X1)) - -1.059822))))))) ^ 0.9188457)
76,1807963,0.0003364393759154651,0.0002964998157337936,38.854,(abs(pdiv(-3.7114508, (pdiv((-1.8387971 * (pdiv(pdiv(X1, (0.3580785 - pdiv(((pdiv(-1.7826219, (-13.409031 * -1.9538373)) - pdiv(-4.1031337, pdiv(X2, 2.4762347))) + -12.20983), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6304224, pdiv(-3.5777323, (X2 + ((-0.42786473 * (0.7669333 * X1)) - -1.2810723))))))) ^ 0.9355093)
77,1835473,0.00033611418458460074,0.00030046232786739256,39.49,(abs(pdiv(-3.7138722, (pdiv((-1.8357972 * (pdiv(pdiv(X1, (0.35650572 - pdiv(((pdiv(-1.7856995, (-13.408622 * -1.9510292)) - pdiv(-4.0710955, pdiv(X2, 2.4231436))) + -12.290462), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6283113, pdiv(-3.5787008, (X2 + ((-0.4252917 * (0.7655039 * X1)) - -1.2865193))))))) ^ 0.9234802)
78,1862924,0.0003360249526102036,0.00029987262681091325,40.178,(abs(pdiv(-3.7185469, (pdiv((-1.8214651 * (pdiv(pdiv(X1, (0.3569233 - pdiv(((pdiv(-1.7862688, (-13.4085455 * -1.9505081)) - pdiv(-4.073629, pdiv(X2, 2.4273987))) + -12.305354), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6337994, pdiv(-3.5762064, (X2 + ((-0.42231423 * (0.7638343 * X1)) - -1.2926536))))))) ^ 0.93217695)
79,1890802,0.0003356927165987617,0.0003038090135856824,39.516,(abs(pdiv(-3.7359116, (pdiv((-1.8077524 * (pdiv(pdiv(X1, (0.35515627 - pdiv(((pdiv(-1.7970327, (-13.407111 * -1.9406505)) - pdiv(-4.115595, pdiv(X2, 2.497823))) + -12.586867), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.609584, pdiv(-3.5872767, (X2 + ((-0.42274293 * (0.76407915 * X1)) - -1.4508045))))))) ^ 0.92202705)
80,1916781,0.00033546224844956563,0.0003023719962453731,38.18,(abs(pdiv(-3.7419472, (pdiv((-1.7859164 * (pdiv(pdiv(X1, (0.35610652 - pdiv(((pdiv(-1.7968827, (-13.407131 * -1.9407893)) - pdiv(-4.122346, pdiv(X2, 2.5089457))) + -12.582966), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6200935, pdiv(-3.5825646, (X2 + ((-0.4180514 * (0.76145744 * X1)) - -1.451544))))))) ^ 0.93673754)
81,1943775,0.0003352473120683212,0.0002997552973649734,39.3,(abs(pdiv(-3.744692, (pdiv((-1.7796444 * (pdiv(pdiv(X1, (0.35680053 - pdiv(((pdiv(-1.7971708, X1) - pdiv(-4.125751, pdiv(X2, 2.514541))) + -12.586302), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6206478, pdiv(-3.582311, (X2 + ((-0.41793013 * (0.76129127 * X1)) - -1.45293))))))) ^ 0.94541836)
82,1970981,0.0003349465360887697,0.00029596811070845675,39.682,(abs(pdiv(-3.7485454, (pdiv((-1.7911851 * (pdiv(pdiv(X1, (0.357309 - pdiv(((pdiv(-1.8100218, X1) - pdiv(-4.218912, pdiv(X2, 2.6673024))) + -12.731171), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5977217, pdiv(-3.592494, (X2 + ((-0.42689744 * (0.7647122 * X1)) - -1.555193))))))) ^ 0.94595367)
83,1997461,0.00033480691273963663,0.0002968293709122307,39.126,(abs(pdiv(-3.752466, (pdiv((-1.775963 * (pdiv(pdiv(X1, (0.3575168 - pdiv(((pdiv(-1.8101914, X1) - pdiv(-4.2179313, pdiv(X2, 2.6657507))) + -12.739725), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6055775, pdiv(-3.588997, (X2 + ((-0.4226932 * (0.7623628 * X1)) - -1.5551353))))))) ^ 0.95268214)
84,2024399,0.0003347532778687349,0.0002980401408428031,38.936,(abs(pdiv(-3.7513268, (pdiv((-1.7823226 * (pdiv(pdiv(X1, (0.35688007 - pdiv(((pdiv(-1.8111023, X1) - pdiv(-4.2125807, pdiv(X2, 2.6572847))) + -12.763872), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6012193, pdiv(-3.590948, (X2 + ((-0.4238006 * (0.76298016 * X1)) - -1.5609255))))))) ^ 0.94513816)
85,2051249,0.0003346746818964543,0.0002981056928954892,39.694,(abs(pdiv(-3.7571588, (pdiv((-1.7650518 * (pdiv(pdiv(X1, (0.35700732 - pdiv(((pdiv(-1.8127574, X1) - pdiv(-4.21268, pdiv(X2, 2.657442))) + -12.8004), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6063288, pdiv(-3.588595, (X2 + ((-0.41993204 * (0.7603989 * X1)) - -1.5710256))))))) ^ 0.95176953)
86,2078010,0.0003346292384010323,0.00029863409430116295,38.974,(abs(pdiv(-3.7555342, (pdiv((-1.7716558 * (pdiv(pdiv(X1, (0.3568041 - pdiv(((pdiv(-1.8132313, X1) - pdiv(-4.213275, pdiv(X2, 2.6583858))) + -12.807215), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.6028723, pdiv(-3.5901415, (X2 + ((-0.42160055 * (0.761325 * X1)) - -1.5750455))))))) ^ 0.9480007)
87,2105571,0.00033301650550013453,0.00030207901121843,39.464,(abs(pdiv(-3.8108926, (pdiv((-1.7088403 * (pdiv(pdiv(X1, (0.3546755 - pdiv(((pdiv(-1.8763964, X1) - pdiv(-4.4360733, pdiv(X2, 3.0114214))) + -13.721984), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5465022, pdiv(-3.615682, (X2 + ((-0.4201226 * (0.76162887 * X1)) - -2.059015))))))) ^ 0.952233)
88,2131470,0.0003323446802535429,0.0003007343703291074,38.676,(abs(pdiv(-3.8204846, (pdiv((-1.675493 * (pdiv(pdiv(X1, (0.35574165 - pdiv(((pdiv(-3.9286685, X1) - pdiv(-4.4476547, pdiv(X2, 3.028479))) + -13.714576), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5596792, pdiv(-3.6100597, (X2 + ((-0.41253805 * (0.7574398 * X1)) - -2.0587497))))))) ^ 0.9732271)
89,2157210,0.0003321074714527416,0.00029776943876411887,38.316,(abs(pdiv(-3.815593, (pdiv((-1.6977324 * (pdiv(pdiv(X1, (0.35599837 - pdiv(((pdiv(-3.9306498, X1) - pdiv(-4.48519, pdiv(X2, 3.083593))) + -13.699254), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5477991, pdiv(-3.615198, (X2 + ((-0.41992876 * (0.76144725 * X1)) - -2.0830424))))))) ^ 0.96794957)
90,2182269,0.0003320313876937397,0.0002970355088224201,38.34,(abs(pdiv(-3.8190732, (pdiv((-1.6852797 * (pdiv(pdiv(X1, (0.3566008 - pdiv(((pdiv(-3.9308589, X1) - pdiv(-4.4896936, pdiv(X2, 3.090143))) + -13.699991), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5528556, pdiv(-3.6130304, (X2 + ((-0.41740155 * (0.76004374 * X1)) - -2.0845535))))))) ^ 0.9773366)
91,2206449,0.00033181814525278625,0.00029358669616644446,37.648,(abs(pdiv(-3.8221714, (pdiv((-1.6907936 * (pdiv(pdiv(X1, (0.35733774 - pdiv(((pdiv(-3.9390695, X1) - pdiv(-4.5571175, pdiv(X2, 3.1880496))) + -13.759651), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5396116, pdiv(-3.6187632, (X2 + ((-0.42282498 * (0.7630503 * X1)) - -2.1626306))))))) ^ 0.98194844)
92,2231489,0.00033165897381603885,0.0002961641445348079,38.506,(abs(pdiv(-3.8292944, (pdiv((-1.6703982 * (pdiv(pdiv(X1, (0.35685173 - pdiv(((pdiv(-3.9416387, X1) - pdiv(-4.5370774, pdiv(X2, 3.1594024))) + -13.829244), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5443358, pdiv(-3.6167564, (X2 + ((-0.41714895 * (0.7598994 * X1)) - -2.1790864))))))) ^ 0.985239)
93,2256104,0.00033131963899290644,0.0002914782811491388,38.954,(abs(pdiv(-3.8362916, (pdiv((-1.6732135 * (pdiv(pdiv(X1, (0.3577756 - pdiv(((pdiv(-3.9568708, X1) - pdiv(-4.6390696, pdiv(X2, 3.3058128))) + -13.96224), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5223587, pdiv(-3.6259835, (X2 + ((-0.4252596 * (0.7627023 * X1)) - -2.319444))))))) ^ 0.9927835)
94,2281405,0.0003311237750671711,0.00029516976439398937,38.524,(abs(pdiv(-3.8367512, (pdiv((-1.6745687 * (pdiv(pdiv(X1, (0.3566212 - pdiv(((pdiv(-3.9585192, X1) - pdiv(-4.6152344, pdiv(X2, 3.2723622))) + -14.013834), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5197208, pdiv(-3.6270933, (X2 + ((-0.42429823 * (0.7621793 * X1)) - -2.3297734))))))) ^ 0.9816621)
95,2307831,0.0003310468018003407,0.00029501077345954046,39.118,(abs(pdiv(-3.8413205, (pdiv((-1.6593854 * (pdiv(pdiv(X1, (0.35690627 - pdiv(((pdiv(-3.9594207, X1) - pdiv(-4.6169777, pdiv(X2, 3.2748208))) + -14.028827), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5251434, pdiv(-3.6248503, (X2 + ((-0.4205099 * (0.7602249 * X1)) - -2.3363516))))))) ^ 0.99015373)
96,2333176,0.0003310066147932025,0.0002952149899228876,38.912,(abs(pdiv(-3.8405478, (pdiv((-1.6653422 * (pdiv(pdiv(X1, (0.35660425 - pdiv(((pdiv(-3.9606314, X1) - pdiv(-4.61786, pdiv(X2, 3.2760649))) + -14.045705), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5206071, pdiv(-3.626758, (X2 + ((-0.42227226 * (0.7611991 * X1)) - -2.3466735))))))) ^ 0.98524284)
97,2358270,0.0003309789650704555,0.000294955709007219,40.104,(abs(pdiv(-3.8430667, (pdiv((-1.65663 * (pdiv(pdiv(X1, (0.35686857 - pdiv(((pdiv(-3.9610133, X1) - pdiv(-4.620007, pdiv(X2, 3.2790911))) + -14.050875), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5237845, pdiv(-3.6254258, (X2 + ((-0.42027265 * (0.76008886 * X1)) - -2.3494995))))))) ^ 0.990779)
98,2383422,0.00033094571962763236,0.0002950517829083813,40.14,(abs(pdiv(-3.8423088, (pdiv((-1.6633632 * (pdiv(pdiv(X1, (0.35656366 - pdiv(((pdiv(-3.9627378, X1) - pdiv(-4.6237693, pdiv(X2, 3.2843916))) + -14.072411), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.5183926, pdiv(-3.6276944, (X2 + ((-0.42238453 * (0.7612612 * X1)) - -2.364478))))))) ^ 0.9858563)
99,2408114,0.0003301167481513847,0.00029481776495161676,39.374,(abs(pdiv(-3.8623862, (pdiv((-1.6242163 * (pdiv(pdiv(X1, (0.35683355 - pdiv(((pdiv(-3.9895868, X1) - pdiv(-4.71929, pdiv(X2, 3.4188108))) + -14.3903475), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.4965136, pdiv(-3.635189, (X2 + ((-0.42570516 * (0.7512674 * X1)) - -2.595687))))))) ^ 1.0014075)
100,2431394,0.0003299791335753098,0.0002948100790279006,39.312,(abs(pdiv(-3.8608916, (pdiv((-1.6333135 * (pdiv(pdiv(X1, (0.3563797 - pdiv(((pdiv(-3.9919508, X1) - pdiv(-4.7297354, pdiv(X2, 3.4332297))) + -14.412361), (X1 + X2)))), X2) - X1)), X2) - pdiv(1.4905015, pdiv(-3.637666, (X2 + ((-0.42828378 * (0.7527293 * X1)) - -2.6169412))))))) ^ 0.9952594)
