gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
278,1047988,860340,895484,1164490,1181257,8.076847e-5,2.9782042e-5,3.0620595e-5,0.0002954977,0.0003740149,0.0001754373,6.166797e-5,6.614179e-5,0.0020551158,0.004162601,-757.3954467773438,-872.1287231445312,-868.9354858398438,-608.2318115234375,-581.1337890625,-581.6438598632812,-680.6057739257812,-673.417724609375,-490.5990295410156,-478.48748779296875,125.2418,57.12784,72.78046,170.3913,193.82272,45.803696,23.78735,28.193336,67.24883,76.17756,55,26,32,74,80,60.57506,59.51133,59.699287,61.332363,61.56318
279,1051817,864092,899120,1168824,1185874,8.076847e-5,2.9782042e-5,3.0620595e-5,0.0002954977,0.0003740149,0.0001754373,6.166797e-5,6.614179e-5,0.0014637765,0.0031996574,-757.3954467773438,-872.1287231445312,-868.9354858398438,-608.2318115234375,-581.1337890625,-581.6438598632812,-680.6057739257812,-673.417724609375,-490.5990295410156,-478.48748779296875,125.2418,57.12784,72.78046,170.3913,193.82272,45.803696,23.78735,28.193336,67.24883,76.17756,56,26,32,74,80,60.593376,59.508724,59.704662,61.332363,61.576485
280,1055720,867611,903058,1172931,1190377,8.076847e-5,2.9782042e-5,3.0620595e-5,0.0002954977,0.0003715397,0.0001754373,6.166797e-5,6.614179e-5,0.0014637765,0.0031996574,-757.3954467773438,-872.1287231445312,-868.9354858398438,-608.2318115234375,-581.8973999023438,-581.6438598632812,-680.6057739257812,-673.417724609375,-491.070556640625,-478.48748779296875,125.2418,57.12784,70.70101,170.3913,193.82272,45.803696,23.78735,28.193336,67.24883,76.17756,56,26,32,74,80,60.602886,59.535564,59.704662,61.341293,61.64041
281,1059849,870926,906932,1177379,1194772,8.076847e-5,2.9782042e-5,3.0620595e-5,0.0002954977,0.0003715397,0.00017643522,6.166797e-5,6.614179e-5,0.0014637765,0.0031996574,-757.3954467773438,-872.1287231445312,-868.9354858398438,-608.2318115234375,-581.8973999023438,-581.6438598632812,-680.6057739257812,-673.417724609375,-491.070556640625,-478.48748779296875,125.2418,57.12784,70.70101,170.3913,193.82272,45.803696,23.78735,28.193336,67.24883,76.17756,56,26,32,74,80,60.613503,59.535564,59.74354,61.341293,61.645493
282,1063994,874281,910837,1181690,1199090,7.873945e-5,2.9782042e-5,3.0620595e-5,0.0002954977,0.0003715397,0.00017643522,6.166797e-5,6.614179e-5,0.0020551158,0.0040239743,-760.3212890625,-872.1287231445312,-868.9354858398438,-608.2318115234375,-581.8973999023438,-581.6438598632812,-680.6057739257812,-673.417724609375,-491.070556640625,-478.48748779296875,127.439026,57.12784,70.70101,177.44424,199.02531,45.89712,23.78735,28.193336,70.32707,78.11949,56,26,32,74,82,60.613503,59.604034,59.745808,61.341293,61.663593
283,1067846,877737,914788,1186050,1203837,7.295499e-5,2.9782042e-5,3.0620595e-5,0.0002954977,0.0003715397,0.0001754373,6.015888e-5,6.361395e-5,0.0020551158,0.0040239743,-769.095947265625,-872.1287231445312,-868.9354858398438,-608.2318115234375,-581.8973999023438,-588.042724609375,-680.6057739257812,-673.417724609375,-491.070556640625,-478.48748779296875,127.439026,58.22436,70.70101,177.44424,199.02531,46.455288,23.78735,28.193336,70.77478,78.11949,56,28,32,74,82,60.630005,59.603474,59.784794,61.326153,61.69756
284,1071889,881680,918536,1190392,1208314,7.295499e-5,2.9913179e-5,3.069875e-5,0.000270471,0.00036002812,0.0001754373,6.015888e-5,6.361395e-5,0.0020551158,0.0040239743,-769.095947265625,-871.6234130859375,-868.642333984375,-618.4088745117188,-585.5169067382812,-588.042724609375,-681.0728759765625,-673.417724609375,-491.50653076171875,-478.48748779296875,126.64218,60.323215,74.334755,177.44424,199.02531,46.455288,23.78735,28.193336,70.77478,78.11949,56,29,33,74,82,60.651844,59.624134,59.82997,61.34749,61.695557
285,1076009,885047,922711,1194903,1212953,7.0249975e-5,2.9782042e-5,3.0620595e-5,0.000270471,0.00036002812,0.00015297937,5.468626e-5,6.214651e-5,0.0020551158,0.0040239743,-773.44091796875,-872.1287231445312,-868.9354858398438,-618.4088745117188,-585.5169067382812,-588.042724609375,-681.0728759765625,-673.6436767578125,-491.50653076171875,-478.48748779296875,127.439026,60.323215,74.334755,182.24004,199.02531,47.073563,23.78735,28.193336,72.00253,78.11949,57,29,33,76,82,60.669205,59.624134,59.861767,61.34985,61.6941
286,1079940,888734,926556,1199343,1217583,6.9565525e-5,2.8057324e-5,3.013602e-5,0.000270471,0.00036002812,0.00015297937,6.015888e-5,6.254053e-5,0.0020551158,0.0040239743,-774.56689453125,-878.9891357421875,-870.7699584960938,-618.4088745117188,-585.5169067382812,-588.042724609375,-682.1679077148438,-676.9071655273438,-491.50653076171875,-478.48748779296875,127.439026,60.323215,74.334755,182.24004,199.02531,47.073563,23.78735,28.193336,72.00253,78.11949,57,29,33,76,82,60.669205,59.62855,59.84724,61.36613,61.68686
287,1083561,891969,929985,1203661,1222128,6.602097e-5,2.8057324e-5,3.013602e-5,0.000270471,0.00036002812,0.00015297937,6.015888e-5,6.254053e-5,0.0020826145,0.0040239743,-780.5810546875,-878.9891357421875,-870.7699584960938,-618.4088745117188,-585.5169067382812,-588.042724609375,-682.1679077148438,-676.9071655273438,-491.50653076171875,-478.48748779296875,127.439026,60.323215,76.73265,182.24004,199.02531,47.073563,23.78735,28.193336,72.00253,78.11949,57,30,34,76,82,60.69193,59.65121,59.867565,61.38543,61.69854
288,1087339,895832,933551,1208032,1226420,6.6042856e-5,2.8057324e-5,2.9913179e-5,0.000270471,0.00036002812,0.00015297937,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-780.5429077148438,-878.9891357421875,-871.6234130859375,-618.4088745117188,-585.5169067382812,-588.042724609375,-682.1679077148438,-676.9071655273438,-491.5069885253906,-478.48748779296875,127.439026,60.323215,76.73265,182.24004,199.02531,47.073563,23.78735,28.193336,70.77478,78.11949,56,30,34,76,82,60.711464,59.666897,59.880516,61.392143,61.678726
289,1091620,899486,937177,1212441,1230628,6.602097e-5,2.8057324e-5,2.9913179e-5,0.000270471,0.00036002812,0.00015190453,5.2935895e-5,6.171663e-5,0.0020826145,0.0040239743,-780.5810546875,-878.9891357421875,-871.6234130859375,-618.4088745117188,-585.5169067382812,-588.042724609375,-682.1679077148438,-676.9071655273438,-491.5069885253906,-478.48748779296875,131.24734,60.323215,76.73265,182.24004,199.02531,47.561993,23.78735,28.193336,70.77478,78.11949,57,30,34,76,82,60.718346,59.666897,59.880516,61.395134,61.714287
290,1095971,903316,941034,1216841,1235226,6.602097e-5,2.8057324e-5,2.9913179e-5,0.00026938453,0.00035379283,0.00015190453,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-780.5810546875,-878.9891357421875,-871.6234130859375,-618.8717651367188,-587.5260009765625,-588.042724609375,-682.1679077148438,-676.9071655273438,-493.4692687988281,-478.48748779296875,131.24734,65.91674,78.287895,182.24004,199.02531,47.561993,23.78735,28.193336,70.32707,76.17756,57,31,34,76,82,60.72439,59.64207,59.880516,61.41702,61.714287
291,1100457,907096,944334,1221131,1239634,6.602097e-5,2.8057324e-5,2.9913179e-5,0.00026938453,0.00035379283,0.00015190453,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-780.5810546875,-878.9891357421875,-871.6234130859375,-618.8717651367188,-587.5260009765625,-588.042724609375,-682.1679077148438,-676.9071655273438,-493.4692687988281,-478.48748779296875,131.24734,65.91674,78.287895,182.24004,199.02531,47.561993,23.78735,28.193336,70.32707,76.17756,57,31,34,76,82,60.743927,59.635426,59.880516,61.417805,61.714287
292,1104332,910681,948105,1225400,1243968,6.485093e-5,2.7066335e-5,2.9782042e-5,0.00026938453,0.00035379283,0.00015190453,5.2935895e-5,6.166797e-5,0.0020826145,0.0040239743,-782.6373291015625,-883.1243896484375,-872.1287231445312,-618.8717651367188,-587.5260009765625,-588.042724609375,-682.1679077148438,-677.5838623046875,-493.4692687988281,-478.48748779296875,136.22792,65.91674,78.287895,182.24004,199.02531,47.561993,23.78735,28.193336,68.66675,76.17756,58,31,34,76,82,60.762547,59.635674,59.92298,61.44754,61.714287
293,1108611,914269,952094,1229922,1248604,6.485093e-5,2.7066335e-5,2.9782042e-5,0.00026938453,0.00035379283,0.00015297937,5.2935895e-5,6.166797e-5,0.0020826145,0.0040239743,-782.6373291015625,-883.1243896484375,-872.1287231445312,-618.8717651367188,-587.5260009765625,-588.042724609375,-685.689208984375,-677.61181640625,-494.36993408203125,-479.0995788574219,131.24734,68.621574,80.59048,177.44424,193.82272,46.728184,22.720856,28.196854,68.66675,76.17756,57,31,35,74,81,60.782722,59.646248,59.946934,61.44754,61.714287
294,1112975,917620,955932,1233899,1252812,6.485093e-5,2.662651e-5,2.9782042e-5,0.00026938453,0.00035379283,0.00015297937,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-782.6373291015625,-885.008544921875,-872.1287231445312,-618.8717651367188,-587.5260009765625,-588.042724609375,-685.689208984375,-677.61181640625,-494.602294921875,-479.0995788574219,131.24734,60.323215,80.59048,177.44424,193.82272,46.728184,23.78735,28.196854,68.66675,78.11949,57,31,35,74,81,60.808605,59.696907,59.946934,61.462677,61.71444
295,1117305,921076,959500,1238146,1257388,6.602097e-5,2.662651e-5,2.9166107e-5,0.00026938453,0.00035379283,0.00015297937,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-780.5810546875,-885.008544921875,-874.5320434570312,-618.8717651367188,-587.5260009765625,-589.5031127929688,-685.689208984375,-677.61181640625,-494.602294921875,-479.0995788574219,131.24734,60.323215,80.59048,182.24004,200.3249,47.073563,23.78735,28.196854,67.842064,76.17756,57,31,35,76,82,60.793736,59.696907,59.946934,61.446808,61.731518
296,1121568,924649,963173,1242474,1261710,6.342727e-5,2.662651e-5,2.9166107e-5,0.00026938453,0.00035379283,0.00015190453,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-785.1900634765625,-885.008544921875,-874.5320434570312,-618.8717651367188,-587.5260009765625,-589.5031127929688,-685.689208984375,-677.61181640625,-494.602294921875,-479.0995788574219,131.88425,60.323215,80.59048,184.56686,200.3249,47.073563,23.78735,28.196854,70.77478,78.11949,57,31,35,78,82,60.814182,59.675823,59.946934,61.446808,61.75178
297,1125983,928335,967144,1246791,1266547,6.342727e-5,2.662651e-5,2.9166107e-5,0.00026938453,0.00035379283,0.00015109286,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-785.1900634765625,-885.008544921875,-874.5320434570312,-618.8717651367188,-587.5260009765625,-589.5031127929688,-685.689208984375,-677.61181640625,-494.602294921875,-479.0995788574219,131.88425,60.323215,80.59048,182.24004,200.3249,47.073563,23.78735,28.196854,70.32707,77.61655,57,31,35,76,82,60.821728,59.68634,59.92567,61.461903,61.75178
298,1130231,931720,970690,1251299,1271239,6.342727e-5,2.662651e-5,2.895041e-5,0.00026031365,0.00035379283,0.00015190453,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-785.1900634765625,-885.008544921875,-875.3856201171875,-622.810791015625,-587.5260009765625,-593.6842651367188,-685.689208984375,-677.8908081054688,-494.602294921875,-479.0995788574219,131.88425,68.621574,81.29731,182.24004,200.3249,47.073563,23.78735,28.196854,70.32707,77.61655,57,31,37,76,82,60.84113,59.672153,59.953266,61.461903,61.75178
299,1134476,935370,974234,1255836,1275523,6.342727e-5,2.662651e-5,2.895041e-5,0.00026031365,0.00035379283,0.00015190453,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-785.1900634765625,-885.008544921875,-875.3856201171875,-622.810791015625,-587.5260009765625,-593.6842651367188,-685.689208984375,-677.8908081054688,-494.602294921875,-479.0995788574219,131.88425,68.621574,81.29731,182.24004,200.3249,47.073563,23.78735,28.196854,70.32707,77.61655,57,31,37,76,82,60.83301,59.668663,59.953266,61.478184,61.768135
300,1138463,938907,978498,1259912,1280130,6.342727e-5,2.662651e-5,2.895041e-5,0.00026031365,0.00035379283,0.00015109286,5.468626e-5,6.171663e-5,0.0020826145,0.0040239743,-785.1900634765625,-885.008544921875,-875.3856201171875,-622.810791015625,-587.5260009765625,-593.6842651367188,-685.689208984375,-677.8908081054688,-496.6451110839844,-479.0995788574219,131.24734,68.621574,81.29731,182.24004,200.3249,47.561993,23.168705,28.535372,70.32707,77.61655,57,31,37,76,82,60.828114,59.70979,59.977108,61.48733,61.768135
301,1142679,942446,982493,1264064,1284583,6.485093e-5,2.662651e-5,2.9166107e-5,0.00026031365,0.00035379283,0.00015109286,5.7880105e-5,6.254053e-5,0.0020826145,0.003359574,-782.6373291015625,-885.008544921875,-874.5320434570312,-622.810791015625,-587.5260009765625,-593.6842651367188,-685.689208984375,-677.8908081054688,-496.6451110839844,-479.0995788574219,131.24734,68.621574,81.29731,177.44424,193.82272,47.561993,23.168705,28.535372,69.1947,77.61655,57,32,37,75,82,60.848297,59.70979,59.977108,61.483227,61.768135
302,1146578,945963,986548,1268390,1289216,6.485093e-5,2.489018e-5,2.8770453e-5,0.00025624438,0.00034866342,0.00015109286,5.468626e-5,6.171663e-5,0.0020826145,0.003359574,-782.6373291015625,-892.7633666992188,-876.1026611328125,-624.6226806640625,-589.20556640625,-593.6842651367188,-685.689208984375,-677.8908081054688,-497.22747802734375,-479.0995788574219,131.88425,68.621574,81.728226,177.44424,193.82272,47.561993,23.78735,30.01733,69.1947,77.61655,57,32,38,75,82,60.85121,59.731556,59.977108,61.504707,61.768932
303,1150983,949821,989889,1272510,1293619,6.485093e-5,2.662651e-5,2.9782042e-5,0.00025624438,0.00034866342,0.00015055794,5.468626e-5,6.171663e-5,0.0020826145,0.003359574,-782.6373291015625,-885.008544921875,-872.1287231445312,-624.6226806640625,-589.20556640625,-593.6842651367188,-685.689208984375,-677.8908081054688,-498.72637939453125,-479.0995788574219,131.88425,68.11396,81.29731,177.44424,191.83162,47.561993,25.753752,31.223139,69.1947,77.61655,57,31,37,74,82,60.85121,59.731556,59.991726,61.504707,61.766594
304,1155132,953455,993088,1276687,1298246,6.3221065e-5,2.662651e-5,2.9782042e-5,0.00025624438,0.00034866342,0.00014666718,5.468626e-5,6.171663e-5,0.0020826145,0.003359574,-785.5645141601562,-885.008544921875,-872.1287231445312,-624.6226806640625,-589.20556640625,-593.6842651367188,-685.689208984375,-678.0427856445312,-498.72637939453125,-479.0995788574219,131.88425,68.11396,81.29731,177.44424,191.83162,47.564537,25.753752,31.223139,69.1947,77.61655,57,31,37,74,82,60.865692,59.752724,59.98537,61.490013,61.756554
305,1159144,957155,996190,1280714,1302831,6.3143656e-5,2.662651e-5,2.9782042e-5,0.00023324908,0.00034866342,0.00014646785,5.468626e-5,6.171663e-5,0.0020826145,0.003359574,-785.7054443359375,-885.008544921875,-872.1287231445312,-635.435546875,-589.20556640625,-593.6842651367188,-685.689208984375,-678.0427856445312,-498.72637939453125,-479.0995788574219,131.88425,68.621574,81.728226,177.44424,191.83162,47.564537,25.753752,31.223139,69.1947,77.61655,57,32,38,75,82,60.865692,59.753582,60.004566,61.507927,61.775402
306,1163119,960829,999706,1284929,1307350,6.3143656e-5,2.662651e-5,2.9782042e-5,0.00023324908,0.00034866342,0.00014646785,5.468626e-5,6.171663e-5,0.0020826145,0.003359574,-785.7054443359375,-885.008544921875,-872.1287231445312,-635.435546875,-589.20556640625,-593.6842651367188,-685.689208984375,-678.0427856445312,-498.72637939453125,-479.0995788574219,131.88425,68.621574,81.728226,177.44424,186.5094,47.564537,25.753752,31.223139,70.32707,77.61655,57,32,38,74,81,60.879135,59.76619,59.986015,61.52289,61.770298
307,1167312,964434,1002965,1289313,1311744,6.3221065e-5,2.7066335e-5,2.9908071e-5,0.00023324908,0.00034866342,0.00014646785,5.7880105e-5,6.254053e-5,0.0020826145,0.003359574,-785.5645141601562,-883.1243896484375,-871.64306640625,-635.435546875,-589.20556640625,-593.6842651367188,-685.689208984375,-678.0427856445312,-498.72637939453125,-479.0995788574219,131.83348,68.621574,81.29731,177.44424,186.5094,47.564537,25.753752,30.600693,70.32707,77.61655,57,32,37,74,81,60.886204,59.765347,60.00254,61.505573,61.7795
308,1171292,968117,1005727,1293459,1316168,6.3221065e-5,2.7066335e-5,3.013602e-5,0.00023324908,0.00034866342,0.00014666718,6.015888e-5,6.3186366e-5,0.0025463384,0.0040239743,-785.5645141601562,-883.1243896484375,-870.7699584960938,-635.435546875,-589.20556640625,-593.6842651367188,-685.689208984375,-678.0427856445312,-499.22186279296875,-481.7744140625,131.24734,68.621574,81.29731,177.44424,186.5094,47.564537,25.753752,30.600693,70.77478,78.11949,56,32,37,75,81,60.886204,59.765347,59.99088,61.52579,61.78869
309,1175618,971677,1008904,1297919,1320796,6.3221065e-5,2.4878906e-5,2.9907604e-5,0.00023324908,0.00034866342,0.00014919041,5.3685846e-5,6.171663e-5,0.002749736,0.0045356005,-785.5645141601562,-892.8154907226562,-871.6448974609375,-635.435546875,-589.20556640625,-593.6842651367188,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,131.24734,68.621574,81.29731,177.44424,191.83162,47.978054,25.753752,30.600693,72.284546,79.03827,56,32,37,75,81,60.887856,59.773804,59.98287,61.556793,61.78869
310,1179735,974968,1012274,1302242,1325305,6.3221065e-5,2.4878906e-5,2.9907604e-5,0.00023324908,0.00034866342,0.00014666718,5.3685846e-5,6.171663e-5,0.002749736,0.0045356005,-785.5645141601562,-892.8154907226562,-871.6448974609375,-635.435546875,-589.20556640625,-593.6842651367188,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,129.63625,68.621574,80.59048,177.44424,191.83162,47.978054,26.614933,30.600693,72.284546,79.03827,56,32,35,75,81,60.89838,59.75415,59.979633,61.561115,61.820362
311,1183817,978231,1015735,1306829,1330010,6.236095e-5,2.4878906e-5,2.9907604e-5,0.00023324908,0.00034866342,0.00014666718,5.3685846e-5,6.254053e-5,0.002749736,0.005027668,-787.1398315429688,-892.8154907226562,-871.6448974609375,-635.435546875,-589.20556640625,-596.5106811523438,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,131.24734,68.621574,80.59048,177.44424,191.83162,47.978054,26.614933,30.600693,72.284546,79.03827,56,32,35,75,81,60.920837,59.772816,59.974735,61.5629,61.840702
312,1187711,981816,1018695,1311174,1334360,6.236095e-5,2.4878906e-5,2.9907604e-5,0.00023324908,0.00035055264,0.00014646785,5.3685846e-5,6.254053e-5,0.0025463384,0.005027668,-787.1398315429688,-892.8154907226562,-871.6448974609375,-635.435546875,-588.5841064453125,-596.5106811523438,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,131.24734,68.621574,80.59048,177.44424,191.83162,48.018326,28.01027,30.600693,72.284546,79.03827,56,31,35,78,81,60.925014,59.772816,59.978455,61.6194,61.840702
313,1191714,985459,1021701,1315589,1338629,6.236095e-5,2.489018e-5,2.9907604e-5,0.00023324908,0.00035055264,0.00014646785,5.712947e-5,6.254053e-5,0.0025463384,0.005027668,-787.1398315429688,-892.7633666992188,-871.6448974609375,-635.435546875,-588.5841064453125,-596.5106811523438,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,131.24734,68.621574,80.59048,177.44424,191.83162,48.018326,28.01027,30.600693,72.284546,79.03827,56,31,35,78,81,60.93101,59.772816,59.978455,61.6194,61.840702
314,1195893,988698,1025073,1320271,1343009,6.236095e-5,2.489018e-5,2.9907604e-5,0.00023324908,0.00035055264,0.00014646785,5.712947e-5,6.254053e-5,0.0025463384,0.005027668,-787.1398315429688,-892.7633666992188,-871.6448974609375,-635.435546875,-588.5841064453125,-596.5106811523438,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,131.24734,68.621574,80.59048,177.44424,191.83162,48.099915,28.01027,30.600693,72.284546,79.03827,56,31,35,78,81,60.92477,59.772816,59.978455,61.62585,61.845047
315,1200126,991541,1027975,1324515,1347688,5.8975864e-5,2.489018e-5,2.8770453e-5,0.00023324908,0.00035055264,0.00014625656,5.712947e-5,6.3186366e-5,0.0025463384,0.005027668,-793.5581665039062,-892.7633666992188,-876.1026611328125,-635.435546875,-588.5841064453125,-596.5106811523438,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,131.24734,68.621574,80.59048,181.39818,195.71973,49.165565,28.01027,31.454258,72.284546,79.03827,56,31,35,78,82,60.933292,59.779335,59.978455,61.62585,61.852207
316,1204313,994450,1031222,1329136,1352207,5.8975864e-5,2.489018e-5,2.9907604e-5,0.0002078505,0.00035055264,0.00014625656,5.712947e-5,6.3186366e-5,0.0025463384,0.004090338,-793.5581665039062,-892.7633666992188,-871.6448974609375,-648.6936645507812,-588.5841064453125,-596.5106811523438,-691.471435546875,-680.658203125,-499.22186279296875,-481.7744140625,131.24734,69.53896,81.29731,177.44424,191.83162,49.099316,28.01027,31.865257,72.284546,79.03827,56,33,37,78,82,60.95746,59.798088,59.9905,61.60963,61.852207
317,1208450,997199,1034027,1333425,1356676,5.8975864e-5,2.474614e-5,2.9907604e-5,0.0002078505,0.00035055264,0.00014625656,5.712947e-5,6.3186366e-5,0.0025463384,0.004090338,-793.5581665039062,-893.4308471679688,-871.6448974609375,-648.6936645507812,-588.5841064453125,-596.5106811523438,-698.3460693359375,-681.9463500976562,-499.22186279296875,-481.7744140625,131.24734,68.621574,81.29731,177.44424,191.83162,49.099316,26.614933,31.865257,72.284546,79.03827,57,31,37,78,82,60.966473,59.789944,60.020714,61.63271,61.90509
318,1212723,999832,1037046,1337954,1361471,5.8975864e-5,2.474614e-5,2.8770453e-5,0.0002078505,0.00035055264,0.00014625656,5.3685846e-5,6.254053e-5,0.0025463384,0.004090338,-793.5581665039062,-893.4308471679688,-876.1026611328125,-648.6936645507812,-588.5841064453125,-596.5106811523438,-698.3460693359375,-681.9463500976562,-499.22186279296875,-481.7744140625,131.24734,68.621574,81.29731,177.44424,191.83162,48.099915,26.614933,31.865257,72.284546,79.03827,57,31,37,78,82,60.966473,59.795166,60.020714,61.6431,61.90509
319,1216626,1002681,1040111,1342380,1365665,5.772071e-5,2.474614e-5,2.8770453e-5,0.0002078505,0.00035055264,0.00014139421,5.3685846e-5,6.254053e-5,0.0025463384,0.004090338,-796.031982421875,-893.4308471679688,-876.1026611328125,-648.6936645507812,-588.5841064453125,-603.9402465820312,-698.3460693359375,-681.9463500976562,-504.33544921875,-491.034912109375,131.83348,68.11396,81.728226,177.44424,191.83162,49.099316,26.309546,31.865257,72.284546,79.03827,57,31,38,78,82,60.969738,59.81691,60.020714,61.634106,61.894855
320,1220797,1006004,1042767,1347017,1370421,5.772071e-5,2.474614e-5,2.8770453e-5,0.0002078505,0.00035055264,0.00014586422,5.2871663e-5,6.254053e-5,0.0025463384,0.004090338,-796.031982421875,-893.4308471679688,-876.1026611328125,-648.6936645507812,-588.5841064453125,-603.9402465820312,-698.3460693359375,-682.1679077148438,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.728226,177.44424,191.83162,48.099915,26.309546,31.865257,72.284546,79.03827,57,31,38,78,82,60.969738,59.81691,60.049877,61.634106,61.918427
321,1224855,1008843,1045885,1351799,1375013,5.772071e-5,2.474614e-5,2.8770453e-5,0.0002078505,0.00035055264,0.00014586422,5.2871663e-5,6.254053e-5,0.0025463384,0.004090338,-796.031982421875,-893.4308471679688,-876.1026611328125,-648.6936645507812,-588.5841064453125,-603.9402465820312,-698.3460693359375,-682.1679077148438,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.728226,177.44424,191.83162,49.099316,26.309546,31.865257,72.284546,79.03827,57,31,38,78,82,60.958122,59.814484,60.074986,61.634106,61.920753
322,1228948,1011760,1049464,1356495,1379329,5.772071e-5,2.474614e-5,2.8770453e-5,0.0002078505,0.00035055264,0.00014586422,5.2871663e-5,6.254053e-5,0.0025463384,0.004090338,-796.031982421875,-893.4308471679688,-876.1026611328125,-648.6936645507812,-588.5841064453125,-603.9402465820312,-698.3460693359375,-682.1679077148438,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.728226,177.44424,191.83162,49.099316,26.309546,31.865257,72.284546,79.03827,57,31,38,78,82,60.956493,59.814484,60.074986,61.637375,61.92255
323,1232884,1014764,1053144,1361085,1383643,5.772071e-5,2.474614e-5,2.8770453e-5,0.0002078505,0.00035055264,0.00014139421,5.2871663e-5,6.254053e-5,0.0025463384,0.004090338,-796.031982421875,-893.4308471679688,-876.1026611328125,-648.6936645507812,-588.5841064453125,-603.9402465820312,-698.3460693359375,-682.1679077148438,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.728226,177.44424,191.83162,49.676266,26.309546,31.865257,72.284546,79.03827,57,31,38,78,82,60.996956,59.84,60.08903,61.637375,61.944256
324,1237015,1017666,1056437,1365686,1387619,5.772071e-5,2.474614e-5,2.8770453e-5,0.00023324908,0.000270471,0.00014139421,5.2871663e-5,6.254053e-5,0.002368923,0.0040239743,-796.031982421875,-893.4308471679688,-876.1026611328125,-635.435546875,-618.4088745117188,-603.9402465820312,-698.3460693359375,-686.08349609375,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.29731,177.44424,191.83162,50.1174,26.309546,31.454258,72.284546,78.11949,57,31,38,78,82,61.009216,59.84,60.113438,61.64467,61.956795
325,1241302,1020718,1059655,1369991,1392287,5.772071e-5,2.474614e-5,2.8770453e-5,0.00023324908,0.000270471,0.00014139421,5.2871663e-5,6.254053e-5,0.002368923,0.0040239743,-796.031982421875,-893.4308471679688,-876.1026611328125,-635.435546875,-618.4088745117188,-603.9402465820312,-698.3460693359375,-686.08349609375,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.29731,177.44424,191.83162,50.1174,26.309546,31.454258,72.284546,78.11949,57,31,38,78,82,61.001217,59.834393,60.14902,61.67324,61.95966
326,1245490,1023699,1063006,1374461,1396730,5.5761753e-5,2.474614e-5,2.8770453e-5,0.00023324908,0.00026938453,0.00014586422,5.2871663e-5,6.254053e-5,0.002368923,0.0040239743,-800.002685546875,-893.4308471679688,-876.1026611328125,-635.435546875,-618.8717651367188,-603.9402465820312,-698.3460693359375,-686.08349609375,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.29731,177.44424,191.83162,49.676266,26.309546,31.256706,72.284546,78.11949,57,31,38,78,82,61.018772,59.84664,60.174397,61.67324,61.961952
327,1249793,1026871,1066436,1378723,1400966,5.5761753e-5,2.474614e-5,2.8770453e-5,0.00023324908,0.00026938453,0.00014586422,5.2871663e-5,6.254053e-5,0.002368923,0.0040239743,-800.002685546875,-893.4308471679688,-876.1026611328125,-635.435546875,-618.8717651367188,-603.9402465820312,-698.3460693359375,-686.08349609375,-508.94671630859375,-491.034912109375,131.24734,68.11396,81.29731,177.44424,191.83162,49.676266,26.309546,31.256706,72.284546,78.11949,57,31,38,78,82,61.03329,59.84664,60.181087,61.669483,61.959705
