gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
77,2.9329078e-5,2.2843078e-5,2.3985966e-5,3.641373e-5,4.34529e-5,3.433319e-5,2.4965453e-5,2.6756754e-5,4.9085334e-5,7.394104e-5,-2750.7356,-3274.2854,-3182.0317,-2178.8623,-1610.6604,-2308.3528,-2837.9639,-2790.9817,-1259.485,3.4028235e38,90,55,66,99,100,73.282,67.694,69.416,77.496,78.394
78,2.9104547e-5,2.2843078e-5,2.3799184e-5,3.633432e-5,4.342386e-5,3.3751046e-5,2.4419307e-5,2.5695408e-5,4.6793728e-5,7.1460716e-5,-2768.8596,-3274.2854,-3197.1084,-2185.2722,-1613.0046,-2319.6172,-2855.588,-2771.903,-1222.5579,3.4028235e38,90,64,69,99,99,73.708,67.496,69.558,77.742,79.008
79,2.9104267e-5,2.2843074e-5,2.3723687e-5,3.5704084e-5,4.330071e-5,3.3760316e-5,2.4420182e-5,2.5695408e-5,4.679455e-5,7.1460716e-5,-2768.8823,-3274.2856,-3203.2026,-2236.145,-1622.9453,-2322.8354,-2855.588,-2805.813,-1217.6853,3.4028235e38,90,59,72,99,99,73.652,67.234,68.186,77.726,78.938
80,2.9104267e-5,2.2620852e-5,2.366991e-5,3.5704084e-5,4.0950355e-5,3.3236764e-5,2.3841376e-5,2.5581008e-5,4.9650112e-5,7.1460716e-5,-2768.8823,-3292.2236,-3207.5435,-2236.145,-1812.666,-2362.199,-2855.588,-2815.1455,-1499.0435,-372.6992,89,63,72,99,100,73.96,68.236,68.966,77.954,79.278
81,2.8983182e-5,2.261979e-5,2.340061e-5,3.5234203e-5,4.0944113e-5,3.3232867e-5,2.3845963e-5,2.5421168e-5,4.908349e-5,7.1460716e-5,-2778.656,-3292.3093,-3229.2815,-2274.074,-1813.1699,-2322.8354,-2847.9111,-2815.1455,-1418.693,-372.6992,90,59,73,99,100,73.59,66.336,69.284,78.23,79.324
82,2.8929479e-5,2.261979e-5,2.340061e-5,3.5103192e-5,4.0944113e-5,3.3232867e-5,2.3787992e-5,2.491077e-5,4.908349e-5,7.101071e-5,-2782.9912,-3292.3093,-3229.2815,-2284.649,-1813.1699,-2361.3867,-2855.588,-2830.0986,-1499.0435,-544.4907,89,53,72,99,100,73.778,68.524,70.012,78.262,79.326
83,2.883579e-5,2.261979e-5,2.340061e-5,3.5103192e-5,4.0944113e-5,3.2435528e-5,2.407117e-5,2.4422026e-5,4.6593817e-5,6.6185974e-5,-2790.5537,-3292.3093,-3229.2815,-2284.649,-1813.1699,-2392.5361,-2855.588,-2831.2866,-1499.0435,-558.5521,88,57,68,99,100,74.05,67.238,69.33,78.556,79.776
84,2.8513805e-5,2.261979e-5,2.340061e-5,3.50968e-5,4.0944113e-5,3.2367985e-5,2.407117e-5,2.442224e-5,4.659662e-5,5.933114e-5,-2816.5442,-3292.3093,-3229.2815,-2285.1648,-1813.1699,-2369.7073,-2868.936,-2825.7737,-1418.693,-507.2254,89,44,69,100,100,74.114,68.256,69.48,79.328,80.042
85,2.8040442e-5,2.261979e-5,2.340061e-5,3.5094552e-5,4.0944113e-5,3.2395787e-5,2.407117e-5,2.442224e-5,4.2785403e-5,5.570316e-5,-2854.7542,-3292.3093,-3229.2815,-2285.3462,-1813.1699,-2422.6074,-2868.936,-2826.4575,-1498.375,-672.93665,89,62,71,99,100,73.946,68.41,69.906,78.61,80.024
86,2.8040442e-5,2.2084054e-5,2.340061e-5,3.4120992e-5,4.0944113e-5,3.2207663e-5,2.3934914e-5,2.4378456e-5,4.642101e-5,5.9189606e-5,-2854.7542,-3335.5537,-3229.2815,-2363.9321,-1813.1699,-2363.9324,-2909.5193,-2825.7737,-1320.9963,-675.6775,88,62,72,99,100,73.98,68.836,70.082,78.802,80.49
87,2.797975e-5,2.2084054e-5,2.340061e-5,3.4120992e-5,4.0944113e-5,3.2184074e-5,2.3929968e-5,2.4427263e-5,4.2629927e-5,5.9189606e-5,-2859.6533,-3335.5537,-3229.2815,-2363.9321,-1813.1699,-2400.988,-2909.5193,-2831.2866,-1320.9963,-807.49756,88,63,70,99,100,73.788,69.068,69.634,78.86,80.094
88,2.7608517e-5,2.2084054e-5,2.340061e-5,3.4120992e-5,4.0943632e-5,3.216144e-5,2.3929968e-5,2.4427263e-5,4.262465e-5,5.921582e-5,-2889.6191,-3335.5537,-3229.2815,-2363.9321,-1813.2087,-2438.0303,-2880.4888,-2831.2866,-1696.9297,-1008.2357,88,62,71,99,100,73.95,68.672,69.506,79.074,80.268
89,2.7601478e-5,2.2084054e-5,2.340061e-5,3.4120992e-5,4.065146e-5,3.2155356e-5,2.3929968e-5,2.4427263e-5,4.2785472e-5,6.390258e-5,-2890.1873,-3335.5537,-3229.2815,-2363.9321,-1836.7927,-2442.0117,-2868.936,-2825.7737,-1577.9395,-987.2998,88,57,73,99,100,74.128,67.786,69.34,78.468,80.564
90,2.7601478e-5,2.2070963e-5,2.340061e-5,3.3847282e-5,3.7169593e-5,3.2155356e-5,2.3929968e-5,2.4427263e-5,4.257522e-5,6.075144e-5,-2890.1873,-3336.6106,-3229.2815,-2386.0261,-2117.849,-2457.8774,-2862.503,-2825.7737,-1727.5178,-989.6567,90,57,75,99,100,73.94,68.29,69.054,78.514,79.104
91,2.7352526e-5,2.2070963e-5,2.2839093e-5,3.3847282e-5,3.7169593e-5,3.2155356e-5,2.407117e-5,2.489111e-5,4.2578817e-5,6.4708714e-5,-2910.283,-3336.6106,-3274.6072,-2386.0261,-2117.849,-2473.5974,-2880.4888,-2831.2866,-1844.9614,-807.49756,89,52,75,99,100,74.042,68.636,69.292,78.942,79.848
92,2.7197906e-5,2.2070963e-5,2.282681e-5,3.3847282e-5,3.7169593e-5,3.155534e-5,2.3929968e-5,2.489111e-5,4.4045446e-5,6.4708714e-5,-2922.7637,-3336.6106,-3275.5986,-2386.0261,-2117.849,-2472.5916,-2880.4888,-2831.2866,-1842.8245,-807.49756,89,62,75,99,100,74.188,68.42,69.802,78.338,79.766
93,2.707382e-5,2.1709144e-5,2.2680506e-5,3.3846285e-5,3.7168644e-5,3.2063315e-5,2.3608321e-5,2.4502391e-5,4.4036886e-5,6.4708714e-5,-2932.7798,-3365.8164,-3287.4082,-2386.1064,-2117.9258,-2482.127,-2931.0056,-2830.182,-1836.0923,-807.49756,88,63,72,99,100,74.422,69.26,69.608,78.166,78.856
94,2.6766282e-5,2.1709144e-5,2.2587461e-5,3.384571e-5,3.7166254e-5,3.1346433e-5,2.3608321e-5,2.491077e-5,4.4031814e-5,6.0055936e-5,-2957.6045,-3365.8164,-3294.919,-2386.153,-2118.1187,-2485.3208,-2970.5586,-2840.9304,-1826.9485,-807.49756,90,61,71,99,100,74.504,68.846,69.888,78.322,79.01
95,2.6766329e-5,2.1708947e-5,2.246603e-5,3.3587265e-5,3.6391848e-5,3.1317282e-5,2.3018069e-5,2.489111e-5,4.1366573e-5,5.0241e-5,-2957.6006,-3365.8325,-3304.7207,-2407.0146,-2180.6287,-2494.249,-2955.9832,-2840.9304,-1758.5259,-807.49756,91,67,73,99,100,74.426,68.488,69.792,77.776,78.702
96,2.6447055e-5,2.1696236e-5,2.2459202e-5,3.2989705e-5,3.596529e-5,3.155534e-5,2.3021088e-5,2.489111e-5,4.105722e-5,4.660862e-5,-2983.3726,-3366.8584,-3305.272,-2455.2498,-2215.0603,-2478.5164,-2962.5637,-2860.568,-1715.739,-807.49756,90,71,74,99,100,74.568,68.696,69.346,78.36,79.476
97,2.6443402e-5,2.169624e-5,2.245835e-5,3.2889177e-5,3.596467e-5,3.1444542e-5,2.2714261e-5,2.4089413e-5,3.9717e-5,4.7208367e-5,-2983.6672,-3366.8582,-3305.3408,-2463.3643,-2215.1106,-2455.9534,-2971.1404,-2881.2764,-1578.4547,3.4028235e38,91,69,72,99,99,74.562,69.132,69.662,78.172,79.498
98,2.5997182e-5,2.1683354e-5,2.233289e-5,3.2649416e-5,3.596467e-5,3.1109237e-5,2.3070705e-5,2.4140412e-5,4.0849507e-5,4.9381502e-5,-3019.686,-3367.8984,-3315.4678,-2482.7178,-2215.1106,-2485.3208,-2974.5537,-2890.7087,-1641.2279,3.4028235e38,91,62,72,99,100,74.62,68.352,69.736,78.918,79.576
99,2.5997182e-5,2.1619402e-5,2.2166761e-5,3.2649416e-5,3.596467e-5,3.155534e-5,2.3072702e-5,2.4140412e-5,4.06848e-5,4.821652e-5,-3019.686,-3373.0605,-3328.8777,-2482.7178,-2215.1106,-2500.9377,-3005.6387,-2895.3784,-1642.9115,3.4028235e38,91,62,72,99,100,74.612,67.046,69.83,79.15,79.664
100,2.5674251e-5,2.1619402e-5,2.211654e-5,3.2632135e-5,3.596467e-5,3.0610216e-5,2.3074033e-5,2.4140862e-5,4.068931e-5,4.8169786e-5,-3045.753,-3373.0605,-3332.9316,-2484.1125,-2215.1106,-2510.391,-2997.7378,-2900.249,-1568.3728,3.4028235e38,91,67,73,99,100,74.458,68.32,69.522,79.456,79.816
101,2.5393978e-5,2.1619402e-5,2.2087579e-5,3.2620985e-5,3.56661e-5,3.0277932e-5,2.3001461e-5,2.409071e-5,4.0502568e-5,4.661146e-5,-3068.3767,-3373.0605,-3335.2693,-2485.0127,-2239.2112,-2517.006,-2961.029,-2881.5452,-1568.3728,3.4028235e38,92,69,76,99,100,74.696,68.492,70.226,78.66,79.384
102,2.5393978e-5,2.1619402e-5,2.2087579e-5,3.2620985e-5,3.495136e-5,2.9809315e-5,2.3017681e-5,2.409071e-5,4.0502568e-5,4.6274185e-5,-3068.3767,-3373.0605,-3335.2693,-2485.0127,-2296.9048,-2520.5837,-3009.1812,-2894.2715,-1490.6096,3.4028235e38,91,69,76,99,100,74.278,67.856,70.082,78.724,79.37
103,2.5325753e-5,2.1619402e-5,2.2053393e-5,3.2620985e-5,3.4845958e-5,2.9809315e-5,2.3047984e-5,2.409071e-5,4.11369e-5,4.5943823e-5,-3073.8838,-3373.0605,-3338.0288,-2485.0127,-2305.4128,-2520.837,-3009.1812,-2901.7622,-1490.6096,3.4028235e38,93,74,80,99,100,74.716,68.838,70.298,79.022,79.5
104,2.5312624e-5,2.1482887e-5,2.1841017e-5,3.206628e-5,3.4792334e-5,2.9749388e-5,2.3047984e-5,2.393567e-5,4.11369e-5,4.5679604e-5,-3074.9436,-3384.08,-3355.1719,-2529.7886,-2309.7412,-2532.968,-3001.7756,-2893.9343,-1487.7102,3.4028235e38,92,68,75,99,100,74.492,69.302,70.798,78.736,79.83
105,2.5279103e-5,2.1482887e-5,2.1786656e-5,3.193098e-5,3.475656e-5,2.9749388e-5,2.2858478e-5,2.3676648e-5,4.11369e-5,4.5679604e-5,-3077.6494,-3384.08,-3359.5596,-2540.71,-2312.6292,-2543.1875,-3000.362,-2892.6694,-1605.4647,3.4028235e38,92,72,77,99,100,74.548,69.67,70.754,78.896,80.272
106,2.5258114e-5,2.1439504e-5,2.1761314e-5,3.184315e-5,3.4733846e-5,2.9749388e-5,2.1294985e-5,2.3495704e-5,4.0502568e-5,4.5658206e-5,-3079.3438,-3387.582,-3361.6055,-2547.7996,-2314.4626,-2558.3674,-3005.866,-2902.7668,-1710.5659,3.4028235e38,92,74,79,99,100,74.582,69.894,70.778,78.862,80.028
107,2.519237e-5,2.1439504e-5,2.1680873e-5,3.179976e-5,3.471957e-5,2.9749388e-5,2.2861763e-5,2.3676648e-5,4.0502568e-5,4.647861e-5,-3084.6504,-3387.582,-3368.0986,-2551.3022,-2315.6147,-2584.4895,-3009.1812,-2902.7668,-1823.8284,3.4028235e38,92,74,79,99,100,74.776,69.1,70.312,79.0,80.408
108,2.4973035e-5,2.1192223e-5,2.165181e-5,3.179976e-5,3.4707602e-5,2.9672095e-5,2.2861763e-5,2.3597593e-5,4.244186e-5,4.6486668e-5,-3102.3552,-3407.5425,-3370.4446,-2551.3022,-2316.5808,-2584.4895,-3021.2678,-2902.7668,-1835.4957,3.4028235e38,92,74,79,100,100,74.41,68.758,70.9,79.406,81.032
109,2.4950745e-5,2.0902546e-5,2.1650943e-5,3.179976e-5,3.4628974e-5,2.9672095e-5,2.2861763e-5,2.3597593e-5,4.243924e-5,4.587315e-5,-3104.1545,-3430.9253,-3370.5144,-2551.3022,-2322.928,-2591.5015,-3010.1438,-2902.7668,-1841.3004,3.4028235e38,92,74,79,100,100,74.58,68.724,70.36,79.674,80.628
110,2.4950745e-5,2.0902546e-5,2.1602436e-5,3.1797776e-5,3.462889e-5,2.9341989e-5,2.2861763e-5,2.3379393e-5,3.871549e-5,4.2803687e-5,-3104.1545,-3430.9253,-3374.4302,-2551.4622,-2322.9346,-2656.1484,-3009.7717,-2909.6184,-1908.343,3.4028235e38,93,68,76,99,100,74.99,69.034,70.664,79.618,80.202
111,2.4794794e-5,2.0902546e-5,2.1602436e-5,3.1579406e-5,3.4504978e-5,2.9341989e-5,2.2861763e-5,2.3676648e-5,3.8715443e-5,4.2803687e-5,-3116.743,-3430.9253,-3374.4302,-2569.0889,-2332.9368,-2662.0488,-3008.3086,-2914.6873,-1930.1221,3.4028235e38,92,67,75,99,100,74.902,69.368,70.36,79.54,80.496
112,2.4794635e-5,2.0902546e-5,2.159725e-5,3.1532774e-5,3.447939e-5,2.9341989e-5,2.2861763e-5,2.3676648e-5,3.8563387e-5,4.377263e-5,-3116.7559,-3430.9253,-3374.8486,-2572.8533,-2335.002,-2672.313,-3008.3086,-2915.7085,-1921.5162,3.4028235e38,92,68,73,99,100,75.002,68.772,69.994,79.106,79.95
113,2.4794457e-5,2.0902546e-5,2.1480813e-5,3.120543e-5,3.3126533e-5,2.9341989e-5,2.2627559e-5,2.3379393e-5,3.7648755e-5,4.064129e-5,-3116.77,-3430.9253,-3384.2473,-2599.2766,-2444.2048,-2624.664,-3024.6477,-2915.3347,-1955.4612,3.4028235e38,92,67,75,99,100,75.074,68.506,70.756,79.512,80.456
114,2.4794292e-5,2.0902546e-5,2.1456597e-5,3.104095e-5,3.304095e-5,2.9341989e-5,2.2510287e-5,2.3379713e-5,3.7648755e-5,4.060319e-5,-3116.7834,-3430.9253,-3386.2021,-2612.5532,-2451.113,-2632.5847,-3024.6477,-2915.7085,-1871.8342,3.4028235e38,92,66,74,99,100,74.92,68.676,70.94,79.068,79.988
115,2.479413e-5,2.0902546e-5,2.1456597e-5,3.0873343e-5,3.3004784e-5,2.9287772e-5,2.1837042e-5,2.3354913e-5,3.7211114e-5,4.059415e-5,-3116.7964,-3430.9253,-3386.2021,-2626.0823,-2454.0325,-2632.5847,-3024.6477,-2925.8286,-1887.6536,3.4028235e38,93,70,75,99,100,74.97,68.178,70.468,78.954,79.78
116,2.473259e-5,2.0902546e-5,2.1456597e-5,3.0819898e-5,3.298661e-5,2.9147179e-5,2.1835795e-5,2.3307535e-5,3.7211114e-5,4.0609033e-5,-3121.7642,-3430.9253,-3386.2021,-2630.3965,-2455.4998,-2634.8965,-3024.6477,-2925.8286,-1951.796,3.4028235e38,93,68,75,99,100,74.992,67.67,70.674,78.906,79.646
117,2.473259e-5,2.0902546e-5,2.1453563e-5,3.0698156e-5,3.2974436e-5,2.9147179e-5,2.1835795e-5,2.322629e-5,3.7211114e-5,4.37347e-5,-3121.7642,-3430.9253,-3386.447,-2640.2234,-2456.4822,-2639.913,-3024.6477,-2948.4185,-1965.6274,3.4028235e38,93,70,76,99,100,74.868,68.814,70.87,79.006,79.63
118,2.473259e-5,2.0902546e-5,2.1402862e-5,3.0695835e-5,3.2974436e-5,2.9147179e-5,2.1845162e-5,2.3049844e-5,3.7112004e-5,4.37347e-5,-3121.7642,-3430.9253,-3390.5396,-2640.411,-2456.4822,-2639.913,-3024.6477,-2930.0803,-1955.6912,3.4028235e38,93,70,76,99,100,75.256,69.042,70.548,78.586,79.392
119,2.473259e-5,2.0902546e-5,2.1402882e-5,3.069581e-5,3.297407e-5,2.8903967e-5,2.1845162e-5,2.3049844e-5,3.711177e-5,4.098988e-5,-3121.7642,-3430.9253,-3390.538,-2640.4128,-2456.5117,-2649.941,-3043.0144,-2930.2217,-1962.1079,3.4028235e38,93,73,78,99,100,75.638,68.348,70.706,78.674,79.736
120,2.473259e-5,2.0637859e-5,2.1402859e-5,3.0265559e-5,3.1300722e-5,2.8777258e-5,2.1845162e-5,2.3049844e-5,3.6914804e-5,4.37347e-5,-3121.7642,-3452.2905,-3390.54,-2675.1426,-2591.5842,-2649.941,-3024.6477,-2926.312,-1964.4669,3.4028235e38,93,73,78,99,100,75.404,68.994,70.946,78.726,79.83
121,2.461186e-5,2.0410704e-5,2.1402859e-5,3.026127e-5,3.12479e-5,2.855881e-5,2.1845162e-5,2.3049844e-5,3.5724526e-5,4.0577794e-5,-3131.5093,-3470.6267,-3390.54,-2675.489,-2595.8484,-2632.379,-3046.519,-2930.2217,-1964.4669,-1069.5735,94,73,78,99,100,75.396,69.61,70.838,79.512,79.958
122,2.4357465e-5,2.0337176e-5,2.1402859e-5,3.026127e-5,3.1233358e-5,2.8499555e-5,2.158755e-5,2.2861763e-5,3.5724526e-5,4.052596e-5,-3152.044,-3476.562,-3390.54,-2675.489,-2597.022,-2632.9646,-3060.9521,-2973.8047,-1950.2341,-1085.0894,94,73,78,99,100,75.318,69.512,70.488,79.01,80.436
123,2.4357465e-5,2.0337176e-5,2.1298894e-5,3.026127e-5,3.1233212e-5,2.8448954e-5,2.1586022e-5,2.2861763e-5,3.7278573e-5,4.37347e-5,-3152.044,-3476.562,-3398.932,-2675.489,-2597.034,-2656.9092,-3063.501,-2969.8894,-2059.0571,-1065.1472,93,72,78,99,100,75.592,69.792,70.664,79.114,79.968
124,2.4357465e-5,2.0337176e-5,2.1298894e-5,3.0257215e-5,3.1233212e-5,2.7816073e-5,2.1697215e-5,2.2827573e-5,3.6914804e-5,4.0714232e-5,-3152.044,-3476.562,-3398.932,-2675.8162,-2597.034,-2627.3674,-3065.5295,-2995.5483,-2059.0571,-1065.1472,94,72,78,100,100,75.308,69.68,71.036,79.29,80.784
125,2.422015e-5,2.0337176e-5,2.1298894e-5,3.0225849e-5,3.1233212e-5,2.7808934e-5,2.1727397e-5,2.2861763e-5,3.692079e-5,4.37347e-5,-3163.1282,-3476.562,-3398.932,-2678.3481,-2597.034,-2669.4033,-3082.5483,-3004.7383,-2088.547,-1065.1472,94,72,78,100,100,75.564,69.526,71.344,79.57,80.076
126,2.422015e-5,2.0337176e-5,2.1298894e-5,3.0225849e-5,3.1233212e-5,2.7782056e-5,2.093647e-5,2.2419688e-5,3.7163198e-5,4.37347e-5,-3163.1282,-3476.562,-3398.932,-2678.3481,-2597.034,-2673.3887,-3082.878,-3007.241,-2061.5754,-1887.4915,93,75,81,100,100,75.378,69.434,70.564,79.378,80.428
127,2.419475e-5,2.0337176e-5,2.1298894e-5,2.9415978e-5,3.1233212e-5,2.7849686e-5,2.1326017e-5,2.2230814e-5,3.716509e-5,4.37347e-5,-3165.1787,-3476.562,-3398.932,-2743.721,-2597.034,-2652.8813,-3082.878,-3006.1921,-1998.357,-1887.4915,94,77,81,100,100,75.128,69.822,70.992,79.964,81.218
128,2.4159304e-5,2.0337176e-5,2.1298894e-5,2.9363142e-5,3.1233212e-5,2.7849741e-5,2.0698395e-5,2.201876e-5,3.716509e-5,4.3603322e-5,-3168.0396,-3476.562,-3398.932,-2747.9858,-2597.034,-2658.2244,-3101.706,-3008.3086,-2015.2439,-1870.3076,94,76,78,100,100,75.338,69.17,70.686,79.592,80.448
129,2.4159304e-5,2.0337176e-5,2.1156899e-5,2.9011284e-5,3.1223655e-5,2.7849741e-5,2.0698395e-5,2.201876e-5,3.68508e-5,4.3607703e-5,-3168.0396,-3476.562,-3410.3938,-2776.388,-2597.8052,-2663.3457,-3116.1926,-3017.8018,-2099.9111,-1870.3076,93,76,81,99,100,75.55,70.19,71.108,79.564,81.164
130,2.4151572e-5,2.0337176e-5,2.1156879e-5,2.8960741e-5,3.1223582e-5,2.7849741e-5,2.1445609e-5,2.2063618e-5,3.68508e-5,4.3607703e-5,-3168.6638,-3476.562,-3410.3955,-2780.4675,-2597.811,-2641.9092,-3132.7913,-3020.1633,-2099.9111,-1870.3076,93,76,82,99,100,75.708,70.708,71.166,78.866,79.988
131,2.4121038e-5,2.0138821e-5,2.1053609e-5,2.8866481e-5,3.1223582e-5,2.6880603e-5,2.1445609e-5,2.201948e-5,3.6571935e-5,4.3607703e-5,-3171.1284,-3492.573,-3418.7314,-2788.0764,-2597.811,-2675.4934,-3153.9832,-3020.2253,-2099.9111,-1870.3076,93,74,81,99,100,76.086,70.424,71.22,78.922,79.876
132,2.3943976e-5,2.013873e-5,2.0743599e-5,2.8866481e-5,3.1223582e-5,2.6488467e-5,2.1445609e-5,2.2073193e-5,3.4967852e-5,4.0280756e-5,-3185.421,-3492.5803,-3443.7554,-2788.0764,-2597.811,-2680.3352,-3153.9832,-3013.2253,-2099.9111,-1872.4335,93,74,81,99,100,75.832,69.36,70.754,79.168,79.958
133,2.3800269e-5,2.0136054e-5,2.0743599e-5,2.8726909e-5,3.121381e-5,2.6606622e-5,2.0934951e-5,2.2039527e-5,3.5062374e-5,4.0280756e-5,-3197.021,-3492.7964,-3443.7554,-2799.3425,-2598.5996,-2685.8193,-3153.9832,-3043.383,-2099.9111,-1877.3839,93,76,81,99,99,75.938,69.632,70.496,79.518,80.598
134,2.3784181e-5,1.9889114e-5,2.042164e-5,2.8726909e-5,3.121381e-5,2.6603484e-5,2.0669024e-5,2.2010241e-5,3.6850826e-5,4.321904e-5,-3198.3196,-3512.7295,-3469.7441,-2799.3425,-2598.5996,-2720.1392,-3134.6868,-3024.4165,-2071.435,3.4028235e38,92,76,81,99,99,75.654,69.13,70.378,79.14,80.294
135,2.369977e-5,1.9889114e-5,2.042164e-5,2.8149603e-5,3.121381e-5,2.6447991e-5,2.0666708e-5,2.151573e-5,3.5062374e-5,3.949879e-5,-3205.1333,-3512.7295,-3469.7441,-2845.9429,-2598.5996,-2720.1392,-3160.2532,-3042.102,-2071.435,3.4028235e38,93,78,81,99,99,75.684,69.094,70.706,79.924,80.63
136,2.3576755e-5,1.9889114e-5,2.0337176e-5,2.8149603e-5,3.121381e-5,2.6222962e-5,2.0481455e-5,2.134292e-5,3.5062374e-5,4.012244e-5,-3215.063,-3512.7295,-3476.562,-2845.9429,-2598.5996,-2752.5115,-3163.4001,-3068.3503,-2090.3274,3.4028235e38,92,78,81,99,99,75.438,69.524,70.566,79.282,80.2
137,2.35456e-5,1.9693178e-5,2.0337176e-5,2.8089204e-5,3.1100943e-5,2.6163623e-5,2.0433547e-5,2.0850135e-5,3.459051e-5,4.0122784e-5,-3217.578,-3528.5454,-3476.562,-2850.818,-2607.7107,-2774.8628,-3163.85,-3068.3503,-2088.6252,3.4028235e38,93,78,81,99,99,75.534,69.376,70.486,79.742,80.262
138,2.35456e-5,1.9693178e-5,2.0337176e-5,2.8089204e-5,3.104465e-5,2.6147007e-5,2.0300604e-5,2.0669424e-5,3.4412664e-5,4.0122784e-5,-3217.578,-3528.5454,-3476.562,-2850.818,-2612.2546,-2772.3347,-3163.85,-3070.3389,-2097.462,-1906.0466,93,77,81,99,100,76.376,68.8,70.486,79.538,80.584
139,2.324445e-5,1.9693178e-5,2.0337176e-5,2.8089204e-5,3.0959127e-5,2.6147007e-5,1.9985064e-5,2.0921761e-5,3.4412664e-5,4.0122784e-5,-3241.8867,-3528.5454,-3476.562,-2850.818,-2619.1577,-2769.1025,-3160.2532,-3068.3503,-2164.0864,-1970.0576,93,77,82,99,100,76.442,69.234,70.858,79.81,81.092
140,2.3236951e-5,1.9693178e-5,2.0337176e-5,2.7708118e-5,3.07569e-5,2.6060728e-5,1.9776879e-5,2.0921761e-5,3.4060195e-5,3.906491e-5,-3242.4922,-3528.5454,-3476.562,-2881.5793,-2635.482,-2777.5916,-3160.2532,-3045.886,-2164.0864,-1947.4775,93,77,82,99,100,76.38,68.458,71.32,79.824,80.536
141,2.3150284e-5,1.9693178e-5,2.0337176e-5,2.7708118e-5,3.075056e-5,2.6147007e-5,1.9609368e-5,2.0661984e-5,3.3900447e-5,3.681002e-5,-3249.4878,-3528.5454,-3476.562,-2881.5793,-2635.9932,-2777.5916,-3160.2532,-3045.886,-2097.462,-1970.0576,94,83,85,99,100,76.51,68.472,70.472,79.96,80.212
142,2.3139808e-5,1.9693178e-5,2.0337176e-5,2.7708118e-5,3.0748e-5,2.6147007e-5,1.971171e-5,2.0844425e-5,3.4412664e-5,3.681002e-5,-3250.3333,-3528.5454,-3476.562,-2881.5793,-2636.2002,-2777.5916,-3159.7273,-3088.1223,-2144.4731,-1970.0576,94,81,85,99,100,76.264,69.04,70.264,79.536,80.462
143,2.2956578e-5,1.9693178e-5,2.0337176e-5,2.769897e-5,3.0747975e-5,2.6060728e-5,1.9717869e-5,2.0921761e-5,3.4412664e-5,3.7259513e-5,-3265.1238,-3528.5454,-3476.562,-2882.3179,-2636.2021,-2776.8398,-3160.2532,-3077.6108,-2195.1882,-1925.8501,94,82,84,99,100,76.102,68.552,71.468,79.428,80.626
144,2.2944461e-5,1.9693178e-5,2.0337176e-5,2.769897e-5,3.0747975e-5,2.584604e-5,1.9287683e-5,2.0921761e-5,3.3834163e-5,3.7259513e-5,-3266.1016,-3528.5454,-3476.562,-2882.3179,-2636.2021,-2790.2717,-3160.2532,-3077.6108,-2195.1882,-1960.0297,94,80,83,99,100,76.234,68.728,70.43,79.724,80.83
145,2.2870216e-5,1.9693178e-5,2.0337176e-5,2.769897e-5,3.0236151e-5,2.584604e-5,1.9287683e-5,2.0691814e-5,3.3836648e-5,3.7033893e-5,-3272.0947,-3528.5454,-3476.562,-2882.3179,-2677.5166,-2801.544,-3165.267,-3120.3875,-2195.1882,-1968.1681,94,81,82,99,100,76.05,69.642,71.168,79.902,80.808
146,2.286978e-5,1.9685604e-5,2.0337176e-5,2.769897e-5,3.0236151e-5,2.6035317e-5,1.9287683e-5,2.0921761e-5,3.388913e-5,3.7057893e-5,-3272.13,-3529.1567,-3476.562,-2882.3179,-2677.5166,-2801.544,-3176.1702,-3134.6868,-2169.2952,-1881.5712,94,79,82,99,100,76.05,69.61,71.32,79.752,80.784
147,2.2724576e-5,1.9677651e-5,2.0200514e-5,2.7595752e-5,3.0234401e-5,2.601793e-5,1.9287683e-5,2.0691814e-5,3.4412664e-5,3.6790916e-5,-3283.8508,-3529.7986,-3487.5933,-2890.6494,-2677.6577,-2785.066,-3160.2532,-3098.5254,-2051.1523,-1416.884,94,76,82,100,100,76.32,69.528,71.178,80.296,81.168
148,2.2724576e-5,1.9677651e-5,2.0181164e-5,2.7595752e-5,3.0234396e-5,2.6008396e-5,1.9287683e-5,2.0661984e-5,3.4883233e-5,3.6789686e-5,-3283.8508,-3529.7986,-3489.1553,-2890.6494,-2677.6582,-2785.066,-3160.2532,-3098.5254,-2050.8682,-1416.3138,95,77,82,100,100,76.368,68.572,69.998,79.814,80.852
149,2.2500162e-5,1.9677651e-5,2.0179354e-5,2.7595752e-5,3.0234396e-5,2.596609e-5,1.9287683e-5,2.0661984e-5,3.525159e-5,3.684883e-5,-3301.9656,-3529.7986,-3489.3013,-2890.6494,-2677.6582,-2798.9668,-3160.2532,-3116.737,-2038.4938,-1863.1711,94,77,82,99,100,76.354,69.864,70.446,80.356,80.726
