gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
98,1.0405877,0.6006434,0.6809809,2.4577422,2.7902534,1.6858104,1.0675504,1.1456822,6.887141,68.59158,6533.7104,6123.0957,6198.077,7856.3877,8166.7314,7089.69,6528.0405,6613.1943,8527.955,3.4028235e38,92,63,74,99,100,74.776,67.332,68.942,78.408,79.594
99,1.040577,0.6006434,0.6809809,2.4577422,2.7902534,1.6587367,1.0675504,1.1456822,6.887141,68.59158,6533.7,6123.0957,6198.077,7856.3877,8166.7314,7056.374,6500.473,6575.1113,8527.955,3.4028235e38,92,63,74,99,100,74.536,67.632,69.02,78.53,80.074
100,1.036415,0.60061395,0.68086886,2.4577422,2.7902534,1.6587367,1.0675504,1.1437544,6.887141,68.59158,6529.816,6123.0684,6197.9727,7856.3877,8166.7314,7061.768,6522.7017,6563.82,8352.645,8957.439,92,71,76,99,100,74.306,67.992,69.084,78.612,79.436
101,1.0352136,0.60061395,0.67796963,2.4577422,2.7902534,1.6858104,1.0675504,1.1428027,6.887039,68.59158,6528.6943,6123.0684,6195.2666,7856.3877,8166.7314,7064.7944,6514.371,6590.856,8570.256,3.4028235e38,93,72,76,99,100,74.57,67.374,68.974,78.782,80.01
102,1.0320271,0.60061395,0.67796963,2.4577422,2.7902534,1.6757816,1.0675504,1.1082426,5.641161,23.433325,6525.7207,6123.0684,6195.2666,7856.3877,8166.7314,7070.992,6500.473,6563.82,8569.972,3.4028235e38,93,73,76,99,100,74.48,66.86,68.972,78.69,79.888
103,1.0013245,0.60061395,0.6696088,2.4577422,2.5955932,1.6587367,1.0590985,1.07193,5.641161,23.433325,6497.0645,6123.0684,6187.4634,7856.3877,7985.049,7046.956,6492.1,6563.82,8569.972,3.4028235e38,93,73,76,100,100,74.53,67.2,68.86,78.528,79.95
104,0.99033177,0.5846687,0.6696088,2.1915276,2.5955932,1.6757816,1.0627408,1.0726718,6.8840714,23.433325,6486.8047,6108.186,6187.4634,7607.921,7985.049,7035.3936,6492.1,6556.4062,8569.972,3.4028235e38,92,72,76,99,100,74.296,67.29,69.038,78.524,80.308
105,0.99033177,0.5846687,0.6696088,2.1915276,2.592196,1.671484,1.054452,1.0726718,6.888089,23.433325,6486.8047,6108.186,6187.4634,7607.921,7981.878,7035.3936,6492.1,6556.4062,8569.972,3.4028235e38,92,72,76,99,100,74.668,66.88,68.108,79.588,80.632
106,0.99033177,0.5846687,0.6620751,2.1915276,2.5574555,1.6587367,1.0443028,1.0726718,6.8866158,23.433325,6486.8047,6108.186,6180.4316,7607.921,7949.4536,7035.3936,6494.141,6556.4062,8569.972,3.4028235e38,92,72,76,99,100,74.3,66.932,68.454,78.414,80.114
107,0.99033177,0.5846687,0.6620751,2.1915276,2.5215943,1.6541648,1.0305334,1.0817208,7.527832,23.433325,6486.8047,6108.186,6180.4316,7607.921,7915.9834,7020.091,6498.628,6556.4062,8583.949,3.4028235e38,92,72,76,99,100,74.746,66.396,68.226,78.518,79.482
108,0.98233885,0.5846687,0.6620751,2.1541471,2.5215943,1.64586,1.0305736,1.0855778,7.527832,46.997704,6479.3447,6108.186,6180.4316,7573.032,7915.9834,7020.091,6490.326,6556.4062,8551.943,3.4028235e38,92,72,76,99,100,74.408,66.826,68.68,79.168,80.63
109,0.98233885,0.5846687,0.6538331,2.1442919,2.5215943,1.6080004,1.0305693,1.0847894,7.527832,46.997704,6479.3447,6108.186,6172.7393,7563.8345,7915.9834,7004.174,6446.2705,6531.405,8557.574,3.4028235e38,92,72,77,99,100,74.53,66.762,69.704,78.826,79.706
110,0.9721305,0.5846687,0.6538331,2.1442919,2.5215943,1.5919331,1.0173064,1.0675504,6.699133,23.433325,6469.817,6108.186,6172.7393,7563.8345,7915.9834,7046.956,6446.2705,6531.405,8583.949,3.4028235e38,93,72,77,99,100,73.994,68.048,70.158,79.15,79.88
111,0.9721305,0.5846687,0.63429165,2.0586448,2.5103774,1.6075162,1.0173064,1.0675504,6.6996,23.433325,6469.817,6108.186,6154.5005,7483.897,7905.5137,7046.956,6446.2705,6523.141,8580.11,3.4028235e38,93,72,77,99,100,74.394,68.554,69.188,78.94,79.352
112,0.9721305,0.58466846,0.6321568,2.0586448,2.4904125,1.6484561,1.0173064,1.0675504,6.69944,23.433325,6469.817,6108.1855,6152.5083,7483.897,7886.88,7050.319,6446.2705,6523.141,8978.327,3.4028235e38,92,74,77,99,100,75.106,68.078,69.636,79.252,80.368
113,0.9606885,0.5601121,0.6321568,2.0586448,2.4904125,1.6074128,1.0173064,1.0616299,5.641161,22.773859,6459.1377,6085.2666,6152.5083,7483.897,7886.88,7050.319,6446.2705,6523.141,8609.1875,3.4028235e38,93,74,77,99,100,75.208,68.046,68.826,78.594,80.378
114,0.9606885,0.5601114,0.6321568,2.0586448,2.4573555,1.6074128,1.0173064,1.0751356,6.69944,22.773859,6459.1377,6085.2656,6152.5083,7483.897,7856.0273,7050.319,6446.2705,6523.141,8613.913,3.4028235e38,93,74,76,99,100,74.706,68.134,69.606,79.57,79.984
115,0.9606885,0.5575907,0.6321568,2.0586448,2.4573555,1.5707322,1.0173064,1.0664297,6.6997805,22.773859,6459.1377,6082.913,6152.5083,7483.897,7856.0273,7050.319,6447.043,6528.4814,8613.913,3.4028235e38,93,72,76,99,100,74.49,67.8,69.758,79.392,80.394
116,0.9606885,0.5575365,0.6321568,2.0586448,2.4532075,1.6074128,1.0173064,1.0615315,7.2515006,46.997704,6459.1377,6082.8623,6152.5083,7483.897,7852.1553,7053.5723,6446.2705,6519.9014,8613.913,3.4028235e38,93,72,77,99,100,74.386,68.454,69.224,79.016,80.432
117,0.9400804,0.5575365,0.6321568,2.0586448,2.4532075,1.5708342,0.99940336,1.0584066,7.2515006,46.997704,6439.9033,6082.8623,6152.5083,7483.897,7852.1553,7053.5723,6446.2705,6517.9854,8878.929,3.4028235e38,93,72,77,99,100,74.714,68.316,69.488,78.584,80.626
118,0.9400804,0.5575365,0.6321568,2.0532463,2.1442919,1.541873,1.0173064,1.0575613,7.2515006,71.35937,6439.9033,6082.8623,6152.5083,7478.8584,7563.8345,7040.3276,6446.2705,6500.473,8411.684,3.4028235e38,93,72,77,99,100,74.402,67.992,69.568,78.716,79.444
119,0.9400804,0.5575365,0.6295685,1.8046464,2.1442919,1.5375326,1.0173064,1.0570108,7.2515006,76.51493,6439.9033,6082.8623,6150.0923,7246.8315,7563.8345,7016.755,6446.2705,6500.473,8411.684,3.4028235e38,93,72,77,99,100,74.528,66.8,68.742,78.75,80.594
120,0.9400804,0.5575365,0.6141744,1.7955339,2.1442919,1.5372647,1.0173064,1.0570108,7.244616,76.51493,6439.9033,6082.8623,6135.7246,7238.3267,7563.8345,7032.336,6447.043,6500.473,8385.983,3.4028235e38,93,72,77,99,100,74.31,67.91,69.202,78.944,80.028
121,0.93998104,0.5575365,0.6137828,1.7955339,2.1442919,1.5372647,1.0106876,1.0469152,7.2447267,76.51493,6439.8105,6082.8623,6135.3594,7238.3267,7563.8345,7013.342,6447.043,6507.8354,8400.722,3.4028235e38,94,74,77,100,100,74.396,68.092,69.322,78.616,80.51
122,0.93998104,0.5478749,0.6137828,1.7955339,2.1442919,1.5372647,1.0173064,1.0469152,6.7028246,22.773859,6439.8105,6073.845,6135.3594,7238.3267,7563.8345,6989.204,6447.043,6504.889,8496.782,3.4028235e38,94,74,77,100,100,74.632,67.784,69.15,79.192,80.772
123,0.93998104,0.5387862,0.6137828,1.7955339,2.1442919,1.5389718,1.0173064,1.0554698,6.7028246,22.773859,6439.8105,6065.3623,6135.3594,7238.3267,7563.8345,6948.2173,6447.043,6500.7236,8498.675,3.4028235e38,94,76,77,100,100,74.514,68.26,69.29,80.05,81.132
124,0.9292521,0.5215282,0.6137828,1.6321411,2.1442919,1.5262675,0.99092984,1.0469152,6.7028246,22.773859,6429.797,6049.255,6135.3594,7085.8267,7563.8345,6921.2573,6421.212,6496.158,8618.419,3.4028235e38,94,75,77,99,100,74.322,68.138,68.948,78.768,81.202
125,0.9168545,0.5215282,0.6137828,1.6321336,2.1442919,1.5172276,0.99092984,1.0469152,6.7028246,22.773859,6418.226,6049.255,6135.3594,7085.82,7563.8345,6922.572,6421.212,6496.158,8618.419,3.4028235e38,93,75,77,100,100,74.322,68.586,69.704,79.22,80.552
126,0.9091835,0.5215282,0.6137828,1.6321274,2.1442919,1.4721668,0.99092984,1.0469152,6.7028246,22.836332,6411.0664,6049.255,6135.3594,7085.814,7563.8345,6908.5586,6421.212,6496.158,8618.419,3.4028235e38,94,75,77,100,100,74.79,68.234,69.064,79.294,80.196
127,0.8947224,0.5215282,0.6137828,1.6317476,2.1442919,1.4757186,0.99092984,1.0546287,6.7028246,22.835402,6397.5693,6049.255,6135.3594,7085.4595,7563.8345,6908.5586,6421.3364,6488.6367,8618.419,3.4028235e38,94,75,78,100,100,74.634,67.798,69.376,79.19,80.416
128,0.8947224,0.5215282,0.61017394,1.6317401,2.1442919,1.5051287,0.99092984,1.0546287,6.7028246,22.835402,6397.5693,6049.255,6131.9907,7085.4526,7563.8345,6908.5586,6396.5244,6496.158,8618.419,3.4028235e38,93,74,78,100,100,74.884,67.712,68.746,78.674,80.278
129,0.8947224,0.5215282,0.5992504,1.6317323,2.1442919,1.4728513,0.99092984,1.0546287,6.7028246,22.835402,6397.5693,6049.255,6121.7954,7085.4453,7563.8345,6896.488,6385.5093,6485.8325,8618.419,3.4028235e38,93,74,78,99,100,74.248,66.92,68.83,78.668,80.042
130,0.8590604,0.5214907,0.5992504,1.6317288,2.1442919,1.4791883,0.91656595,1.0546287,6.6906886,24.328949,6364.2847,6049.2197,6121.7954,7085.442,7563.8345,6855.426,6421.3364,6484.42,8400.722,3.4028235e38,94,74,78,99,100,74.374,66.444,68.816,78.25,79.746
131,0.8552248,0.5214907,0.5992504,1.60981,1.9820532,1.4728513,0.91656595,1.0354551,6.6906886,26.036737,6360.705,6049.2197,6121.7954,7064.9844,7412.411,6855.426,6421.3364,6479.9526,8400.722,3.4028235e38,94,74,78,99,100,74.444,66.886,67.99,78.764,79.876
132,0.8552248,0.5214907,0.5992504,1.60981,1.9820532,1.4728513,0.91656595,1.0356734,6.2111573,27.280615,6360.705,6049.2197,6121.7954,7064.9844,7412.411,6855.426,6421.3364,6479.5415,8400.722,3.4028235e38,94,74,78,100,100,74.576,67.656,69.046,78.124,80.204
133,0.8552248,0.51534426,0.5910159,1.5551068,1.9820532,1.4721086,0.8991081,1.027741,7.1193466,27.292519,6360.705,6043.483,6114.11,7013.928,7412.411,6855.426,6400.1147,6477.3213,8400.722,3.4028235e38,94,72,78,100,100,74.686,67.448,69.448,78.234,80.25
134,0.8552248,0.51534426,0.5910159,1.5551068,1.9820532,1.4721086,0.87259394,1.027741,7.1022854,29.149319,6360.705,6043.483,6114.11,7013.928,7412.411,6854.462,6381.9907,6477.3213,8400.722,3.4028235e38,94,71,77,100,100,74.714,67.87,69.648,79.35,80.002
135,0.8420543,0.4969752,0.5776825,1.5551068,1.9820532,1.4695848,0.8641039,1.0173064,7.1236005,29.178513,6348.4126,6026.339,6101.6655,7013.928,7412.411,6850.9883,6353.6235,6462.883,8400.722,3.4028235e38,94,71,75,100,100,74.83,66.394,69.516,79.168,79.964
136,0.8315884,0.48721927,0.5776825,1.5551068,1.9820532,1.4695848,0.8641906,1.0173064,7.1236005,29.178513,6338.6445,6017.233,6101.6655,7013.928,7412.411,6823.8354,6345.1553,6462.883,8413.907,3.4028235e38,94,71,75,100,100,74.642,67.256,68.81,79.062,80.016
137,0.8315884,0.4872184,0.5776825,1.5551068,1.9820532,1.4721086,0.8642638,0.9909156,7.1236005,29.178513,6338.6445,6017.2324,6101.6655,7013.928,7412.411,6844.499,6355.4937,6460.3735,3.4028235e38,3.4028235e38,93,71,75,99,100,74.63,67.174,68.398,79.008,79.876
138,0.8315884,0.48721874,0.5776825,1.551143,1.741673,1.4721086,0.85680014,0.96732974,7.124069,29.178513,6338.6445,6017.2324,6101.6655,7010.2285,7188.0566,6840.812,6328.2427,6452.453,8414.616,3.4028235e38,93,72,75,99,100,74.978,66.106,68.42,79.012,79.768
139,0.8315884,0.48721874,0.57730776,1.5511404,1.668138,1.4721086,0.84989965,0.9659188,5.9921594,29.178513,6338.6445,6017.2324,6101.3154,7010.226,7119.424,6831.1045,6310.1226,6451.248,8613.34,3.4028235e38,93,72,75,100,100,74.47,66.042,68.896,79.184,80.098
140,0.8315884,0.48721874,0.57728,1.5179967,1.6679584,1.4695848,0.84989965,0.96480006,5.9921594,29.178513,6338.6445,6017.2324,6101.29,6979.292,7119.2563,6831.1045,6311.8022,6467.371,8613.34,3.4028235e38,93,72,77,100,100,74.664,66.388,68.356,78.93,79.884
141,0.8315883,0.48721874,0.57727116,1.5162504,1.6303526,1.4695848,0.84989965,0.9639098,5.9921594,33.21887,6338.644,6017.2324,6101.2812,6977.662,7084.1577,6784.8433,6310.1226,6467.371,8613.34,3.4028235e38,93,72,78,100,100,74.14,67.436,69.06,78.83,80.628
142,0.81417394,0.48721874,0.5575163,1.515825,1.6230022,1.4695848,0.8041196,0.91892743,5.9921594,34.129456,6322.3906,6017.2324,6082.8438,6977.265,7077.297,6782.6343,6310.1226,6447.043,8613.34,3.4028235e38,93,73,78,100,100,74.44,66.626,67.864,79.312,80.734
143,0.8057655,0.48721722,0.5566192,1.4204775,1.6022817,1.4681022,0.8076188,0.918978,5.9921594,34.977295,6314.543,6017.231,6082.0063,6888.274,7057.958,6796.8584,6311.8223,6447.043,8613.34,3.4028235e38,93,73,78,100,100,74.344,67.04,68.826,79.168,80.352
144,0.7995038,0.48721743,0.5566176,1.4126858,1.6022817,1.4453949,0.80861306,0.91901064,5.9921594,41.520626,6308.6987,6017.2314,6082.005,6881.002,7057.958,6782.6343,6313.5317,6421.4634,8609.496,3.4028235e38,93,73,78,100,100,74.798,67.65,69.35,78.96,80.554
145,0.79949534,0.48721743,0.55300885,1.4126858,1.6022817,1.440031,0.80861306,0.96185595,5.9921594,39.901783,6308.691,6017.2314,6078.6367,6881.002,7057.958,6773.778,6308.5757,6386.122,8614.615,3.4028235e38,93,73,78,100,100,74.524,67.638,69.624,79.634,80.472
146,0.78847116,0.4705764,0.54472744,1.4126858,1.6022817,1.4278578,0.8029529,0.9615809,7.8844023,38.650684,6298.4014,6001.6997,6070.907,6881.002,7057.958,6778.506,6303.045,6386.122,8415.381,3.4028235e38,93,74,80,100,100,74.482,67.62,69.31,79.428,80.686
147,0.78847116,0.4705764,0.54472744,1.3536345,1.6022817,1.428568,0.8029529,0.96596307,7.8947296,38.65177,6298.4014,6001.6997,6070.907,6825.887,7057.958,6778.506,6300.3906,6386.122,8415.381,3.4028235e38,93,74,80,100,100,74.128,68.088,69.056,80.05,80.92
148,0.7875707,0.4705764,0.54472744,1.353585,1.6022817,1.440031,0.7810451,0.9646416,7.8456683,37.772972,6297.561,6001.6997,6070.907,6825.8413,7057.958,6773.778,6300.3906,6386.122,8619.074,3.4028235e38,93,73,80,100,100,74.264,67.27,69.142,79.504,80.57
149,0.7869748,0.4705764,0.5438269,1.3480387,1.6022817,1.440031,0.798179,0.963603,7.8861704,37.773888,6297.005,6001.6997,6070.067,6820.6646,7057.958,6773.778,6300.3906,6376.6523,8619.074,3.4028235e38,93,72,80,100,100,74.078,66.32,69.042,79.68,80.672
150,0.7782858,0.4705764,0.5424442,1.3480346,1.6022817,1.440031,0.7984083,0.9627761,7.885347,37.773888,6288.895,6001.6997,6068.7764,6820.6606,7057.958,6793.202,6295.855,6413.1064,3.4028235e38,3.4028235e38,93,72,80,99,100,74.848,66.572,68.942,80.462,80.994
151,0.7782858,0.4705764,0.53785944,1.3480346,1.6022817,1.4284803,0.8029529,0.91901064,8.150575,37.773888,6288.895,6001.6997,6064.497,6820.6606,7057.958,6771.1475,6300.337,6353.1123,8619.074,3.4028235e38,93,72,77,99,100,74.98,66.688,68.666,79.53,81.148
152,0.7754023,0.4705764,0.5360089,1.2959374,1.6022817,1.4284719,0.8029529,0.91901064,7.915139,37.773888,6286.204,6001.6997,6062.77,6772.0366,7057.958,6736.304,6295.8887,6362.412,8619.074,3.4028235e38,93,72,78,99,100,75.166,67.12,68.184,79.26,80.754
153,0.7753944,0.4705764,0.53480977,1.2959374,1.6022817,1.4284719,0.8029529,0.9190101,7.845503,37.773888,6286.1963,6001.6997,6061.651,6772.0366,7057.958,6735.287,6300.3906,6362.412,8553.428,3.4028235e38,93,72,78,99,100,75.364,66.226,68.086,79.262,79.998
154,0.7751586,0.4705764,0.53454834,1.2959374,1.6014037,1.4077648,0.7997895,0.9190101,7.845503,37.773888,6285.9766,6001.6997,6061.4067,6772.0366,7057.1387,6756.4683,6300.3906,6362.412,8415.381,3.4028235e38,94,73,81,99,100,74.848,66.776,67.772,78.796,79.384
155,0.7751586,0.4705764,0.53454834,1.2959374,1.6008092,1.4077648,0.78594834,0.9190101,7.908956,37.773888,6285.9766,6001.6997,6061.4067,6772.0366,7056.584,6732.6387,6300.3906,6362.412,8415.381,3.4028235e38,93,73,78,99,100,74.614,67.07,68.506,79.274,80.108
156,0.7751586,0.4705764,0.5244016,1.2959374,1.6008023,1.4186462,0.78299296,0.9190101,7.908956,37.773888,6285.9766,6001.6997,6051.9365,6772.0366,7056.577,6729.655,6300.3906,6363.307,8415.381,3.4028235e38,94,74,81,100,100,74.724,67.692,68.874,78.796,79.122
157,0.7751586,0.4705764,0.5223957,1.2810452,1.6008023,1.4186462,0.78299296,0.9152521,7.845503,125.37356,6285.9766,6001.6997,6050.0645,6758.137,7056.577,6724.884,6300.3906,6363.307,8415.381,3.4028235e38,94,73,79,100,100,74.668,67.584,69.004,78.51,79.97
158,0.7751586,0.4705764,0.5223335,1.2810452,1.6008023,1.4186462,0.76784694,0.9190101,7.845503,125.315414,6285.9766,6001.6997,6050.0063,6758.137,7056.577,6731.153,6300.3906,6411.8335,8415.381,3.4028235e38,94,73,78,99,100,74.548,67.976,68.84,78.67,79.444
159,0.7550707,0.4688351,0.5223216,1.2810452,1.6008023,1.4254651,0.76784694,0.92083144,7.845503,125.315025,6267.2275,6000.0747,6049.995,6758.137,7056.577,6736.304,6293.8496,6382.2495,8415.381,3.4028235e38,94,72,80,99,100,74.548,68.076,69.572,78.742,79.196
160,0.755062,0.40870562,0.52180904,1.2810452,1.6008023,1.4413587,0.8027279,0.96011597,7.930211,156.39368,6267.2197,5943.9536,6049.517,6758.137,7056.577,6723.887,6293.8496,6335.0986,8415.381,3.4028235e38,94,72,80,99,100,74.572,67.138,69.064,79.334,80.224
161,0.7550616,0.40870562,0.5108328,1.2763205,1.59809,1.440826,0.8027279,0.9321031,7.930211,139.8863,6267.219,5943.9536,6039.2725,6753.7275,7054.046,6739.4106,6293.8496,6402.376,8538.297,3.4028235e38,94,72,80,99,100,75.056,67.858,68.278,79.11,79.668
162,0.7490514,0.39613515,0.5064887,1.2763205,1.595388,1.4404336,0.79351264,0.9394353,7.930211,125.31456,6261.61,5932.221,6035.218,6753.7275,7051.524,6723.887,6293.8496,6402.376,3.4028235e38,3.4028235e38,93,72,81,99,99,75.174,67.524,68.478,79.306,80.198
163,0.7490514,0.39613515,0.50497174,1.2763186,1.595388,1.4386303,0.79351264,0.94248384,7.9465637,107.478165,6261.61,5932.221,6033.8022,6753.7256,7051.524,6710.9287,6282.367,6404.304,3.4028235e38,3.4028235e38,94,72,81,99,100,75.276,67.04,68.822,79.606,80.598
164,0.7490514,0.39613515,0.50496596,1.2197226,1.5919305,1.426506,0.79351264,0.9113389,7.945969,96.01649,6261.61,5932.221,6033.797,6700.903,7048.297,6716.2827,6282.624,6404.304,3.4028235e38,3.4028235e38,94,76,81,99,100,74.848,66.99,67.768,79.898,81.624
165,0.7490514,0.39613515,0.50496596,1.209734,1.5919086,1.41295,0.79351264,0.9096968,7.9614134,100.14988,6261.61,5932.221,6033.797,6691.58,7048.2764,6718.9766,6282.197,6404.304,3.4028235e38,3.4028235e38,94,71,81,99,100,75.172,66.474,68.1,80.228,81.064
166,0.74507844,0.39613515,0.50496596,1.209734,1.5878735,1.4077648,0.79351264,0.9084045,7.960902,100.14988,6257.9014,5932.221,6033.797,6691.58,7044.5103,6707.5044,6284.011,6404.304,8449.281,3.4028235e38,94,71,79,99,100,74.67,67.018,68.458,79.538,81.26
167,0.74485934,0.39613515,0.5041727,1.209734,1.5878756,1.4077648,0.79351264,0.9073702,5.046141,100.14988,6257.6973,5932.221,6033.056,6691.58,7044.512,6718.618,6284.011,6405.5327,8449.281,3.4028235e38,94,70,79,99,100,75.206,67.044,68.66,79.74,80.966
168,0.74162334,0.39613515,0.50417316,1.209734,1.5878756,1.3974835,0.79351264,0.90654594,5.046141,100.14988,6254.677,5932.221,6033.0566,6691.58,7044.512,6722.5645,6278.1074,6408.714,8405.299,3.4028235e38,94,70,81,99,100,74.59,66.356,68.536,79.376,80.582
169,0.74162364,0.39283904,0.5041725,1.209734,1.5878756,1.401187,0.79351264,0.89927536,5.046141,100.14988,6254.6772,5929.145,6033.056,6691.58,7044.512,6722.524,6278.9004,6408.714,8407.465,3.4028235e38,94,70,81,99,100,74.808,67.758,69.392,79.244,80.546
170,0.74162364,0.3924029,0.5041119,1.209734,1.5862662,1.4043586,0.79351264,0.89927536,5.046141,100.14988,6254.6772,5928.738,6032.9995,6691.58,7043.0103,6710.228,6284.773,6408.714,8362.607,3.4028235e38,94,70,81,99,100,75.276,67.23,69.084,79.602,80.566
171,0.7407339,0.39212066,0.5035672,1.209734,1.5862662,1.4022737,0.79351264,0.89927536,5.046141,100.14988,6253.8467,5928.4746,6032.491,6691.58,7043.0103,6722.524,6281.9907,6408.714,8359.577,3.4028235e38,94,75,83,99,100,75.432,67.242,69.744,79.262,79.768
172,0.7385901,0.3919383,0.5035641,1.209734,1.5862662,1.40311,0.79351264,0.89927536,5.0454807,100.14988,6251.8457,5928.304,6032.4883,6691.58,7043.0103,6708.365,6281.9907,6408.714,8359.577,3.4028235e38,94,75,82,99,100,75.392,67.414,69.888,79.182,80.084
173,0.7385901,0.3918185,0.5035641,1.209734,1.5862662,1.40311,0.79351264,0.89927536,3.5901961,100.14988,6251.8457,5928.1924,6032.4883,6691.58,7043.0103,6708.365,6281.9907,6408.714,8359.577,3.4028235e38,94,74,81,99,100,75.096,67.122,69.17,78.996,80.124
174,0.7385901,0.39173958,0.5035641,1.209734,1.5862662,1.4003668,0.79351264,0.89927536,4.701435,100.14988,6251.8457,5928.1187,6032.4883,6691.58,7043.0103,6708.365,6281.9907,6404.304,8333.885,3.4028235e38,94,74,81,99,100,75.056,67.766,69.108,79.454,80.69
175,0.7385901,0.3916864,0.5035641,1.209734,1.5862662,1.386366,0.79351264,0.89927536,3.5901961,37.773888,6251.8457,5928.0693,6032.4883,6691.58,7043.0103,6702.963,6281.9907,6404.304,8233.785,3.4028235e38,94,74,81,99,100,74.82,68.368,68.71,78.838,80.802
176,0.73067313,0.39164945,0.5035641,1.209734,1.5862662,1.386366,0.79351264,0.89927536,3.5901961,37.773888,6244.4565,5928.0347,6032.4883,6691.58,7043.0103,6702.963,6281.9907,6404.304,8233.785,3.4028235e38,94,74,82,99,100,75.202,68.164,69.302,78.516,79.616
177,0.73067313,0.39162377,0.5035641,1.209734,1.5862662,1.386366,0.79351264,0.89927536,3.6273556,37.773888,6244.4565,5928.0107,6032.4883,6691.58,7043.0103,6699.531,6281.9907,6404.304,8148.5283,3.4028235e38,94,74,81,99,100,75.016,68.162,69.544,79.246,80.234
178,0.7260753,0.39160544,0.4696596,1.209734,1.5862662,1.386366,0.79351264,0.89927536,3.72954,29.705145,6240.1655,5927.9937,6000.844,6691.58,7043.0103,6699.531,6268.1006,6374.0273,8148.5283,3.4028235e38,94,74,81,99,100,75.51,69.53,70.41,78.888,80.59
179,0.7260753,0.39159128,0.4696522,1.209734,1.5862662,1.386366,0.79351264,0.89927536,3.690933,18.249691,6240.1655,5927.9805,6000.8374,6691.58,7043.0103,6699.531,6270.2905,6382.4287,8148.5283,3.4028235e38,93,74,81,99,100,75.038,68.894,69.864,79.368,80.074
180,0.7260753,0.39158118,0.46965113,1.209734,1.5862662,1.3779122,0.79351264,0.89927536,3.690933,15.528702,6240.1655,5927.9707,6000.836,6691.58,7043.0103,6698.3335,6270.2905,6378.198,8148.5283,3.4028235e38,94,75,81,99,100,75.29,67.804,69.47,78.966,80.138
181,0.7260753,0.39157325,0.46548787,1.209734,1.5862662,1.3779122,0.79351264,0.887238,3.690933,15.528702,6240.1655,5927.9634,5996.9507,6691.58,7043.0103,6699.531,6270.2905,6371.6445,8020.3843,3.4028235e38,94,75,81,99,100,75.486,67.25,70.318,79.326,81.078
182,0.7241702,0.3915663,0.46548787,1.209734,1.5862662,1.3779122,0.79351264,0.8827067,3.690933,15.528702,6238.387,5927.957,5996.9507,6691.58,7043.0103,6699.531,6270.2905,6370.833,8030.679,3.4028235e38,94,75,81,99,100,75.148,68.728,69.81,78.758,80.482
183,0.72416764,0.39109862,0.46548787,1.209734,1.5862662,1.3820968,0.7678949,0.8805752,3.1741161,11.768316,6238.385,5927.5205,5996.9507,6691.58,7043.0103,6702.963,6267.984,6381.174,8019.235,3.4028235e38,94,74,81,99,100,74.896,69.032,70.046,78.726,81.048
184,0.72416764,0.39109862,0.46548787,1.209734,1.5862662,1.3365917,0.7678949,0.8796037,3.1741161,11.887814,6238.385,5927.5205,5996.9507,6691.58,7043.0103,6699.531,6269.9717,6408.714,8019.235,3.4028235e38,94,74,81,99,100,74.906,68.376,69.458,79.492,80.596
185,0.72356784,0.39109862,0.46548787,1.209734,1.552452,1.3676573,0.7678949,0.8791824,3.1741161,11.887083,6237.825,5927.5205,5996.9507,6691.58,7011.45,6699.531,6269.9717,6408.714,8019.235,3.4028235e38,94,74,83,99,100,74.894,67.69,69.298,79.056,79.982
186,0.7235653,0.39109862,0.46548787,1.209734,1.552448,1.3365917,0.78361565,0.8790442,3.1741161,11.886284,6237.8228,5927.5205,5996.9507,6691.58,7011.447,6699.531,6269.9717,6398.3364,8019.235,3.4028235e38,94,74,83,99,100,74.862,67.198,68.964,79.4,81.192
187,0.7235635,0.39109862,0.46548787,1.209734,1.5524471,1.3251047,0.7837914,0.8790442,3.1741161,11.886284,6237.8213,5927.5205,5996.9507,6691.58,7011.446,6699.531,6269.9717,6403.803,8019.235,3.4028235e38,94,74,83,99,100,74.536,65.032,69.444,79.638,81.344
188,0.7235635,0.39109862,0.46548787,1.209734,1.552448,1.3072687,0.7870039,0.87910116,3.1741161,11.886284,6237.8213,5927.5205,5996.9507,6691.58,7011.447,6691.823,6269.9717,6385.4023,8019.235,3.4028235e38,94,74,81,100,100,75.07,67.412,68.76,79.152,80.872
189,0.7235635,0.3902423,0.46548787,1.209734,1.5524478,1.3072687,0.7736167,0.8465725,3.1741161,11.886284,6237.8213,5926.721,5996.9507,6691.58,7011.4463,6693.9727,6263.7627,6372.0576,8019.235,3.4028235e38,94,74,81,100,100,74.888,66.808,68.866,78.904,80.164
190,0.7235502,0.3902424,0.46548787,1.2097315,1.5524433,1.3072687,0.77365094,0.8465725,3.1741161,11.886284,6237.8086,5926.721,5996.9507,6691.5776,7011.4424,6693.9727,6263.7627,6372.0576,7931.237,3.4028235e38,94,74,81,100,100,75.012,67.244,69.006,79.264,80.08
